É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 01:54:00

,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`
1995/8/24 8:00:00,25.7,8,1,0,1,8,1,1.0,0,8,1,1.2,8,ñk,8,1,1.34,8,1,81,8,1,26.6,8,1
1995/8/24 9:00:00,27.4,8,1,0,1,8,1,1.0,0,8,1,1.1,8,ñkñkìå,8,1,1.89,8,1,74,8,1,26.9,8,1
1995/8/24 10:00:00,29.5,8,1,0,1,8,1,1.0,0,8,1,1.1,8,ñkñkìå,8,1,2.10,8,1,68,8,1,27.9,8,1
1995/8/24 11:00:00,31.6,8,1,0,1,8,1,0.9,0,8,1,1.8,8,êºìÏêº,8,1,2.59,8,1,58,8,1,26.8,8,1
1995/8/24 12:00:00,33.8,8,1,0,1,8,1,0.8,0,8,1,3.3,8,ìÏìÏêº,8,1,2.59,8,1,51,8,1,27.1,8,1
1995/8/24 13:00:00,33.8,8,1,0,1,8,1,1.0,0,8,1,3.3,8,ìÏêº,8,1,3.01,8,1,51,8,1,26.8,8,1
1995/8/24 14:00:00,32.6,8,1,0,1,8,1,0.5,0,8,1,3.3,8,êºìÏêº,8,1,1.72,8,1,53,8,1,26.3,8,1
1995/8/24 15:00:00,32.6,8,1,0,1,8,1,0.5,0,8,1,2.1,8,ñkìå,8,1,1.71,8,1,55,8,1,27.1,8,1
1995/8/24 16:00:00,32.0,8,1,0,1,8,1,0.3,0,8,1,1.4,8,ñkñkìå,8,1,1.07,8,1,58,8,1,27.4,8,1
1995/8/24 17:00:00,31.7,8,1,0,1,8,1,0.3,0,8,1,0.7,8,ñk,8,1,0.63,8,1,57,8,1,26.4,8,1
1995/8/24 18:00:00,30.8,8,1,0,1,8,1,0.1,0,8,1,0.7,8,ñkêº,8,1,0.24,8,1,62,8,1,27.6,8,1
1995/8/24 19:00:00,28.5,8,1,0,1,8,1,0,1,8,1,1.0,8,ìÏìÏìå,8,1,0.02,8,1,70,8,1,27.2,8,1
1995/8/24 20:00:00,27.1,8,1,0,1,8,1,,,0,1,1.4,8,ìÏìÏìå,8,1,,0,1,72,8,1,26.0,8,1
1995/8/24 21:00:00,26.2,8,1,0,1,8,1,,,0,1,1.1,8,ìÏìÏìå,8,1,,0,1,74,8,1,25.3,8,1
1995/8/24 22:00:00,26.2,8,1,0,1,8,1,,,0,1,1.2,8,ìÏìÏêº,8,1,,0,1,75,8,1,25.5,8,1
1995/8/24 23:00:00,25.4,8,1,0,1,8,1,,,0,1,1.4,8,ìÏêº,8,1,,0,1,79,8,1,25.5,8,1
1995/8/25 00:00:00,24.5,8,1,0,1,8,1,,,0,1,0.7,8,ìÏ,8,1,,0,1,85,8,1,26.1,8,1
1995/8/25 1:00:00,23.5,8,1,0,1,8,1,,,0,1,0.5,8,ìå,8,1,,0,1,91,8,1,26.3,8,1
1995/8/25 2:00:00,23.4,8,1,0,1,8,1,,,0,1,1.6,8,ìÏìÏìå,8,1,,0,1,86,8,1,24.9,8,1
1995/8/25 3:00:00,23.2,8,1,0,1,8,1,,,0,1,1.4,8,ìÏ,8,1,,0,1,87,8,1,24.7,8,1
1995/8/25 4:00:00,22.3,8,1,0,1,8,1,,,0,1,0.7,8,ìå,8,1,,0,1,93,8,1,25.2,8,1
1995/8/25 5:00:00,22.3,8,1,0,1,8,1,,,0,1,0.4,8,êº,8,1,0.00,8,1,92,8,1,24.7,8,1
1995/8/25 6:00:00,22.8,8,1,0,1,8,1,0.4,0,8,1,1.2,8,ìÏìÏìå,8,1,0.13,8,1,90,8,1,25.0,8,1
1995/8/25 7:00:00,24.7,8,1,0,1,8,1,1.0,0,8,1,0.8,8,ìÏêº,8,1,0.77,8,1,81,8,1,25.2,8,1
1995/8/25 8:00:00,25.9,8,1,0,1,8,1,1.0,0,8,1,1.5,8,ñkñkìå,8,1,1.35,8,1,79,8,1,26.4,8,1
1995/8/25 9:00:00,28.6,8,1,0,1,8,1,0.7,0,8,1,0.9,8,ìÏìÏêº,8,1,1.46,8,1,71,8,1,27.9,8,1
1995/8/25 10:00:00,31.7,8,1,0,1,8,1,0.9,0,8,1,1.2,8,ìÏêº,8,1,2.20,8,1,52,8,1,24.3,8,1
1995/8/25 11:00:00,32.5,8,1,0,1,8,1,0.9,0,8,1,2.2,8,ìÏêº,8,1,2.70,8,1,50,8,1,24.4,8,1
1995/8/25 12:00:00,32.8,8,1,0,1,8,1,0.7,0,8,1,2.8,8,êºñkêº,8,1,2.52,8,1,46,8,1,23.1,8,1
1995/8/25 13:00:00,33.1,8,1,0,1,8,1,0.3,0,8,1,3.1,8,êº,8,1,1.69,8,1,47,8,1,24.0,8,1
1995/8/25 14:00:00,33.2,8,1,0,1,8,1,0.9,0,8,1,2.7,8,ìÏêº,8,1,2.33,8,1,49,8,1,24.7,8,1
1995/8/25 15:00:00,32.5,8,1,0,1,8,1,0.7,0,8,1,2.7,8,êºìÏêº,8,1,1.68,8,1,49,8,1,24.1,8,1
1995/8/25 16:00:00,33.0,8,1,0,1,8,1,0.9,0,8,1,3.0,8,êºìÏêº,8,1,1.42,8,1,49,8,1,24.4,8,1
1995/8/25 17:00:00,31.7,8,1,0,1,8,1,0.8,0,8,1,3.8,8,ìÏêº,8,1,0.92,8,1,51,8,1,24.0,8,1
1995/8/25 18:00:00,29.7,8,1,0,1,8,1,0.1,0,8,1,1.9,8,ñk,8,1,0.14,8,1,63,8,1,26.1,8,1
1995/8/25 19:00:00,28.5,8,1,0,1,8,1,0,1,8,1,0.8,8,ñkñkêº,8,1,0.00,8,1,69,8,1,26.8,8,1
1995/8/25 20:00:00,27.3,8,1,0,1,8,1,,,0,1,0.1,8,ê√â∏,8,1,,0,1,75,8,1,27.1,8,1
1995/8/25 21:00:00,26.5,8,1,0,1,8,1,,,0,1,1.4,8,ìÏ,8,1,,0,1,75,8,1,26.1,8,1
1995/8/25 22:00:00,26.7,8,1,0,1,8,1,,,0,1,1.7,8,ìåìÏìå,8,1,,0,1,74,8,1,26.0,8,1
1995/8/25 23:00:00,27.1,8,1,0,1,8,1,,,0,1,3.5,8,ìÏìÏêº,8,1,,0,1,70,8,1,25.2,8,1
1995/8/26 00:00:00,26.6,8,1,0,1,8,1,,,0,1,4.0,8,ìÏìÏêº,8,1,,0,1,74,8,1,25.6,8,1
1995/8/26 1:00:00,26.4,8,1,0,1,8,1,,,0,1,2.7,8,ìÏ,8,1,,0,1,73,8,1,25.0,8,1
1995/8/26 2:00:00,26.5,8,1,0,1,8,1,,,0,1,1.2,8,ìÏìÏêº,8,1,,0,1,71,8,1,24.7,8,1
1995/8/26 3:00:00,25.7,8,1,0,1,8,1,,,0,1,0.9,8,ñk,8,1,,0,1,76,8,1,25.2,8,1
1995/8/26 4:00:00,24.7,8,1,0,1,8,1,,,0,1,0.6,8,ìåìÏìå,8,1,,0,1,80,8,1,24.9,8,1
1995/8/26 5:00:00,27.2,8,1,0,1,8,1,,,0,1,3.4,8,ìÏìÏêº,8,1,0.00,8,1,66,8,1,23.7,8,1
1995/8/26 6:00:00,26.7,8,1,0,1,8,1,0.1,0,8,1,2.6,8,ìÏìÏêº,8,1,0.08,8,1,69,8,1,24.1,8,1
1995/8/26 7:00:00,27.7,8,1,0,1,8,1,0.3,0,8,1,3.8,8,ìÏìÏêº,8,1,0.47,8,1,67,8,1,24.9,8,1
1995/8/26 8:00:00,28.1,8,1,0,1,8,1,0.1,0,8,1,3.4,8,ìÏ,8,1,0.49,8,1,66,8,1,25.0,8,1
1995/8/26 9:00:00,30.3,8,1,0,1,8,1,0.7,0,8,1,4.1,8,ìÏìÏêº,8,1,1.57,8,1,60,8,1,25.8,8,1
1995/8/26 10:00:00,30.9,8,1,0,1,8,1,0.2,0,8,1,4.1,8,ìÏêº,8,1,1.46,8,1,57,8,1,25.3,8,1
1995/8/26 11:00:00,29.2,8,1,0,1,8,1,0.1,0,8,1,2.0,8,ñkñkêº,8,1,1.02,8,1,66,8,1,26.6,8,1
1995/8/26 12:00:00,26.7,8,1,0.0,0,8,1,0.1,0,8,1,2.7,8,ñkñkìå,8,1,1.01,8,1,75,8,1,26.3,8,1
1995/8/26 13:00:00,25.6,8,1,0.0,0,8,1,0,1,8,1,2.2,8,ñkñkìå,8,1,0.79,8,1,82,8,1,26.9,8,1
1995/8/26 14:00:00,30.0,8,1,0.0,0,8,1,0.3,0,8,1,2.1,8,ìÏìÏìå,8,1,1.32,8,1,67,8,1,28.3,8,1
1995/8/26 15:00:00,27.5,8,1,0,1,8,1,0.7,0,8,1,3.6,8,ñk,8,1,1.86,8,1,78,8,1,28.6,8,1
1995/8/26 16:00:00,27.5,8,1,0.0,0,8,1,0.2,0,8,1,2.6,8,ñkìå,8,1,0.79,8,1,72,8,1,26.4,8,1
1995/8/26 17:00:00,26.3,8,1,0.0,0,8,1,0,1,8,1,1.0,8,ñkñkêº,8,1,0.38,8,1,81,8,1,27.8,8,1
1995/8/26 18:00:00,25.8,8,1,0.0,0,8,1,0.1,0,8,1,1.0,8,ìåñkìå,8,1,0.21,8,1,86,8,1,28.4,8,1
1995/8/26 19:00:00,24.8,8,1,0,1,8,1,0,1,8,1,1.1,8,ìåñkìå,8,1,0.02,8,1,88,8,1,27.4,8,1
1995/8/26 20:00:00,25.0,8,1,0,1,8,1,,,0,1,0.5,8,êºñkêº,8,1,,0,1,87,8,1,27.4,8,1
1995/8/26 21:00:00,24.3,8,1,0,1,8,1,,,0,1,1.0,8,ñkñkêº,8,1,,0,1,90,8,1,27.4,8,1
1995/8/26 22:00:00,24.0,8,1,0,1,8,1,,,0,1,0.4,8,êºñkêº,8,1,,0,1,92,8,1,27.4,8,1
1995/8/26 23:00:00,23.3,8,1,0,1,8,1,,,0,1,0.0,8,ê√â∏,8,1,,0,1,94,8,1,26.9,8,1
1995/8/27 00:00:00,23.6,8,1,0,1,8,1,,,0,1,0.7,8,ñkêº,8,1,,0,1,91,8,1,26.6,8,1
1995/8/27 1:00:00,23.4,8,1,0,1,8,1,,,0,1,1.6,8,ìÏìÏìå,8,1,,0,1,94,8,1,26.9,8,1
1995/8/27 2:00:00,23.1,8,1,0,1,8,1,,,0,1,1.1,8,ìå,8,1,,0,1,94,8,1,26.4,8,1
1995/8/27 3:00:00,23.2,8,1,0,1,8,1,,,0,1,1.5,8,ñkñkêº,8,1,,0,1,92,8,1,26.3,8,1
1995/8/27 4:00:00,23.0,8,1,0,1,8,1,,,0,1,0.8,8,ìÏêº,8,1,,0,1,93,8,1,26.1,8,1
1995/8/27 5:00:00,22.6,8,1,0,1,8,1,,,0,1,1.5,8,ñkñkìå,8,1,0.00,8,1,95,8,1,26.0,8,1
1995/8/27 6:00:00,22.4,8,1,0,1,8,1,0,1,8,1,1.2,8,ñkìå,8,1,0.04,8,1,95,8,1,25.6,8,1
1995/8/27 7:00:00,22.8,8,1,0.0,0,8,1,0,1,8,1,0.7,8,ñkìå,8,1,0.17,8,1,94,8,1,26.1,8,1
1995/8/27 8:00:00,23.1,8,1,0,1,8,1,0,1,8,1,1.1,8,ñkêº,8,1,0.28,8,1,93,8,1,26.3,8,1
1995/8/27 9:00:00,24.4,8,1,0,1,8,1,0,1,8,1,0.6,8,ìåìÏìå,8,1,0.79,8,1,88,8,1,26.8,8,1
1995/8/27 10:00:00,25.1,8,1,0,1,8,1,0,1,8,1,1.1,8,ñkìå,8,1,0.98,8,1,83,8,1,26.6,8,1
1995/8/27 11:00:00,25.7,8,1,0,1,8,1,0,1,8,1,1.3,8,ñk,8,1,0.78,8,1,84,8,1,27.6,8,1
1995/8/27 12:00:00,27.0,8,1,0,1,8,1,0.1,0,8,1,1.3,8,ñk,8,1,1.77,8,1,77,8,1,27.4,8,1
1995/8/27 13:00:00,26.7,8,1,0,1,8,1,0,1,8,1,1.1,8,ñkñkìå,8,1,0.95,8,1,78,8,1,27.4,8,1
1995/8/27 14:00:00,26.5,8,1,0.0,0,8,1,0,1,8,1,0.5,8,ñkêº,8,1,0.59,8,1,81,8,1,27.9,8,1
1995/8/27 15:00:00,27.6,8,1,0,1,8,1,0.1,0,8,1,0.7,8,ñkìå,8,1,0.98,8,1,76,8,1,27.9,8,1
1995/8/27 16:00:00,27.0,8,1,0,1,8,1,0.1,0,8,1,2.3,8,ñk,8,1,1.00,8,1,78,8,1,27.9,8,1
1995/8/27 17:00:00,27.3,8,1,0,1,8,1,0.2,0,8,1,0.9,8,ñkêº,8,1,0.61,8,1,76,8,1,27.6,8,1
1995/8/27 18:00:00,25.6,8,1,0,1,8,1,0,1,8,1,1.0,8,ñkñkìå,8,1,0.15,8,1,86,8,1,28.1,8,1
1995/8/27 19:00:00,25.4,8,1,0,1,8,1,0,1,8,1,1.0,8,ñkìå,8,1,0.01,8,1,85,8,1,27.4,8,1
1995/8/27 20:00:00,25.4,8,1,0,1,8,1,,,0,1,1.0,8,ñkêº,8,1,,0,1,84,8,1,27.2,8,1
1995/8/27 21:00:00,24.6,8,1,0,1,8,1,,,0,1,1.2,8,ñkñkìå,8,1,,0,1,88,8,1,27.1,8,1
1995/8/27 22:00:00,24.2,8,1,0,1,8,1,,,0,1,1.2,8,ñkêº,8,1,,0,1,89,8,1,26.9,8,1
1995/8/27 23:00:00,23.5,8,1,0,1,8,1,,,0,1,0.1,8,ê√â∏,8,1,,0,1,92,8,1,26.6,8,1
1995/8/28 00:00:00,23.2,8,1,0,1,8,1,,,0,1,1.4,8,ìåìÏìå,8,1,,0,1,90,8,1,25.5,8,1
1995/8/28 1:00:00,22.8,8,1,0,1,8,1,,,0,1,1.0,8,ìåìÏìå,8,1,,0,1,92,8,1,25.6,8,1
1995/8/28 2:00:00,23.5,8,1,0,1,8,1,,,0,1,2.3,8,ìÏìÏìå,8,1,,0,1,89,8,1,25.6,8,1
1995/8/28 3:00:00,24.2,8,1,0,1,8,1,,,0,1,2.6,8,ìÏêº,8,1,,0,1,83,8,1,25.2,8,1
1995/8/28 4:00:00,26.2,8,1,0,1,8,1,,,0,1,3.6,8,ìÏìÏêº,8,1,,0,1,67,8,1,22.9,8,1
1995/8/28 5:00:00,26.3,8,1,0,1,8,1,,,0,1,3.7,8,ìÏêº,8,1,0.00,8,1,62,8,1,21.2,8,1
1995/8/28 6:00:00,26.9,8,1,0,1,8,1,0.1,0,8,1,5.1,8,ìÏêº,8,1,0.08,8,1,55,8,1,19.6,8,1
1995/8/28 7:00:00,26.7,8,1,0,1,8,1,0.1,0,8,1,5.3,8,ìÏìÏêº,8,1,0.47,8,1,59,8,1,20.5,8,1
1995/8/28 8:00:00,27.2,8,1,0,1,8,1,0.3,0,8,1,6.6,8,ìÏìÏêº,8,1,0.91,8,1,62,8,1,22.2,8,1
1995/8/28 9:00:00,28.9,8,1,0,1,8,1,0.5,0,8,1,4.7,8,êºñkêº,8,1,1.57,8,1,54,8,1,21.6,8,1
1995/8/28 10:00:00,28.0,8,1,0,1,8,1,0.7,0,8,1,4.7,8,ñkêº,8,1,2.29,8,1,52,8,1,19.6,8,1
1995/8/28 11:00:00,27.3,8,1,0,1,8,1,0.4,0,8,1,2.9,8,ñkêº,8,1,1.96,8,1,53,8,1,19.1,8,1
1995/8/28 12:00:00,27.1,8,1,0.0,0,8,1,0.5,0,8,1,3.0,8,ñkêº,8,1,2.29,8,1,53,8,1,19.0,8,1
1995/8/28 13:00:00,26.5,8,1,0,1,8,1,0.6,0,8,1,3.6,8,ñkêº,8,1,2.48,8,1,51,8,1,17.7,8,1
1995/8/28 14:00:00,27.8,8,1,0,1,8,1,0.6,0,8,1,3.3,8,êºñkêº,8,1,2.19,8,1,48,8,1,17.8,8,1
1995/8/28 15:00:00,26.9,8,1,0,1,8,1,0.8,0,8,1,3.9,8,ñkêº,8,1,2.52,8,1,50,8,1,17.7,8,1
1995/8/28 16:00:00,26.2,8,1,0,1,8,1,0.5,0,8,1,2.2,8,ñkñkêº,8,1,1.31,8,1,52,8,1,17.7,8,1
1995/8/28 17:00:00,25.9,8,1,0,1,8,1,1.0,0,8,1,2.7,8,êºñkêº,8,1,1.04,8,1,50,8,1,16.8,8,1
1995/8/28 18:00:00,24.4,8,1,0,1,8,1,0.8,0,8,1,1.8,8,ñkñkêº,8,1,0.39,8,1,56,8,1,17.0,8,1
1995/8/28 19:00:00,22.8,8,1,0,1,8,1,0,1,8,1,1.3,8,ñkñkìå,8,1,0.01,8,1,65,8,1,18.2,8,1
1995/8/28 20:00:00,21.5,8,1,0,1,8,1,,,0,1,2.2,8,ìÏìå,8,1,,0,1,71,8,1,18.3,8,1
1995/8/28 21:00:00,20.5,8,1,0,1,8,1,,,0,1,1.9,8,ìÏìå,8,1,,0,1,75,8,1,18.1,8,1
1995/8/28 22:00:00,20.0,8,1,0,1,8,1,,,0,1,2.5,8,ìåìÏìå,8,1,,0,1,75,8,1,17.6,8,1
1995/8/28 23:00:00,19.3,8,1,0,1,8,1,,,0,1,1.2,8,ìÏìÏìå,8,1,,0,1,78,8,1,17.5,8,1
1995/8/29 00:00:00,18.3,8,1,0,1,8,1,,,0,1,0.8,8,ìåñkìå,8,1,,0,1,86,8,1,18.1,8,1
1995/8/29 1:00:00,17.8,8,1,0,1,8,1,,,0,1,0.8,8,ìåñkìå,8,1,,0,1,88,8,1,17.9,8,1
1995/8/29 2:00:00,17.7,8,1,0,1,8,1,,,0,1,0.4,8,ìÏêº,8,1,,0,1,84,8,1,17.0,8,1
1995/8/29 3:00:00,17.4,8,1,0,1,8,1,,,0,1,1.6,8,ìÏìå,8,1,,0,1,81,8,1,16.1,8,1
1995/8/29 4:00:00,16.8,8,1,0,1,8,1,,,0,1,1.5,8,ìÏìÏìå,8,1,,0,1,87,8,1,16.6,8,1
1995/8/29 5:00:00,16.7,8,1,0,1,8,1,,,0,1,1.1,8,ñk,8,1,0.00,8,1,90,8,1,17.0,8,1
1995/8/29 6:00:00,17.1,8,1,0,1,8,1,0.2,0,8,1,0.6,8,ñkñkêº,8,1,0.14,8,1,87,8,1,17.0,8,1
1995/8/29 7:00:00,18.0,8,1,0,1,8,1,1.0,0,8,1,0.5,8,ìå,8,1,0.74,8,1,86,8,1,17.7,8,1
1995/8/29 8:00:00,20.2,8,1,0,1,8,1,1.0,0,8,1,1.0,8,ìå,8,1,1.39,8,1,75,8,1,17.8,8,1
1995/8/29 9:00:00,23.1,8,1,0,1,8,1,1.0,0,8,1,2.0,8,ñkêº,8,1,2.07,8,1,66,8,1,18.5,8,1
1995/8/29 10:00:00,24.2,8,1,0,1,8,1,1.0,0,8,1,1.4,8,ñkñkìå,8,1,2.43,8,1,62,8,1,18.6,8,1
1995/8/29 11:00:00,25.8,8,1,0,1,8,1,0.9,0,8,1,1.8,8,ñkñkêº,8,1,2.76,8,1,53,8,1,17.6,8,1
1995/8/29 12:00:00,27.1,8,1,0,1,8,1,0.6,0,8,1,2.4,8,ìå,8,1,2.25,8,1,49,8,1,17.6,8,1
1995/8/29 13:00:00,26.6,8,1,0,1,8,1,0.6,0,8,1,1.3,8,ìå,8,1,2.37,8,1,49,8,1,17.0,8,1
1995/8/29 14:00:00,28.1,8,1,0,1,8,1,0.5,0,8,1,1.6,8,êºñkêº,8,1,1.71,8,1,44,8,1,16.6,8,1
1995/8/29 15:00:00,27.8,8,1,0,1,8,1,0.7,0,8,1,2.1,8,ñkñkêº,8,1,1.93,8,1,45,8,1,16.7,8,1
1995/8/29 16:00:00,27.3,8,1,0,1,8,1,1.0,0,8,1,2.8,8,ñk,8,1,1.69,8,1,50,8,1,18.1,8,1
1995/8/29 17:00:00,26.1,8,1,0,1,8,1,1.0,0,8,1,2.6,8,ñk,8,1,0.98,8,1,57,8,1,19.4,8,1
1995/8/29 18:00:00,24.6,8,1,0,1,8,1,0.9,0,8,1,2.8,8,ñkñkìå,8,1,0.33,8,1,59,8,1,18.3,8,1
1995/8/29 19:00:00,23.4,8,1,0,1,8,1,0,1,8,1,0.8,8,êºñkêº,8,1,0.01,8,1,65,8,1,18.6,8,1
1995/8/29 20:00:00,21.8,8,1,0,1,8,1,,,0,1,1.4,8,êº,8,1,,0,1,74,8,1,19.2,8,1
1995/8/29 21:00:00,20.9,8,1,0,1,8,1,,,0,1,1.6,8,ìÏ,8,1,,0,1,76,8,1,18.8,8,1
1995/8/29 22:00:00,20.2,8,1,0,1,8,1,,,0,1,1.6,8,ìÏìÏêº,8,1,,0,1,79,8,1,18.6,8,1
1995/8/29 23:00:00,19.2,8,1,0,1,8,1,,,0,1,1.6,8,ìÏìå,8,1,,0,1,83,8,1,18.4,8,1
1995/8/30 00:00:00,18.6,8,1,0,1,8,1,,,0,1,0.5,8,ñkìå,8,1,,0,1,85,8,1,18.3,8,1
1995/8/30 1:00:00,18.0,8,1,0,1,8,1,,,0,1,0.5,8,ìÏìÏìå,8,1,,0,1,86,8,1,17.7,8,1
1995/8/30 2:00:00,17.9,8,1,0,1,8,1,,,0,1,1.6,8,ìÏ,8,1,,0,1,84,8,1,17.2,8,1
1995/8/30 3:00:00,17.3,8,1,0,1,8,1,,,0,1,1.1,8,ñkìå,8,1,,0,1,91,8,1,17.9,8,1
1995/8/30 4:00:00,16.9,8,1,0,1,8,1,,,0,1,0.8,8,ñkìå,8,1,,0,1,92,8,1,17.7,8,1
1995/8/30 5:00:00,16.8,8,1,0,1,8,1,,,0,1,1.3,8,ñkñkìå,8,1,0.00,8,1,89,8,1,16.9,8,1
1995/8/30 6:00:00,17.0,8,1,0,1,8,1,0.1,0,8,1,0.1,8,ê√â∏,8,1,0.09,8,1,90,8,1,17.4,8,1
1995/8/30 7:00:00,18.1,8,1,0,1,8,1,0.8,0,8,1,0.3,8,ñkìå,8,1,0.69,8,1,85,8,1,17.6,8,1
1995/8/30 8:00:00,18.9,8,1,0,1,8,1,0.5,0,8,1,1.2,8,ñkñkìå,8,1,1.12,8,1,82,8,1,17.9,8,1
1995/8/30 9:00:00,20.5,8,1,0,1,8,1,0.7,0,8,1,1.3,8,ñkñkìå,8,1,1.46,8,1,77,8,1,18.5,8,1
1995/8/30 10:00:00,22.7,8,1,0,1,8,1,0.6,0,8,1,0.4,8,ñkñkêº,8,1,1.73,8,1,68,8,1,18.6,8,1
1995/8/30 11:00:00,25.0,8,1,0,1,8,1,0.9,0,8,1,0.9,8,ìåñkìå,8,1,2.57,8,1,59,8,1,18.6,8,1
1995/8/30 12:00:00,27.8,8,1,0,1,8,1,1.0,0,8,1,1.7,8,ñkêº,8,1,3.01,8,1,52,8,1,19.4,8,1
1995/8/30 13:00:00,28.7,8,1,0,1,8,1,1.0,0,8,1,1.5,8,ñkñkìå,8,1,2.79,8,1,48,8,1,18.8,8,1
1995/8/30 14:00:00,29.6,8,1,0,1,8,1,1.0,0,8,1,2.1,8,ñkêº,8,1,2.41,8,1,45,8,1,18.6,8,1
1995/8/30 15:00:00,28.6,8,1,0,1,8,1,1.0,0,8,1,2.8,8,ñkñkêº,8,1,2.19,8,1,50,8,1,19.5,8,1
1995/8/30 16:00:00,27.7,8,1,0,1,8,1,0.2,0,8,1,1.3,8,ñkñkêº,8,1,0.97,8,1,56,8,1,20.6,8,1
1995/8/30 17:00:00,26.1,8,1,0,1,8,1,0,1,8,1,1.9,8,ñk,8,1,0.35,8,1,59,8,1,20.0,8,1
1995/8/30 18:00:00,25.3,8,1,0,1,8,1,0,1,8,1,0.9,8,ñkêº,8,1,0.13,8,1,62,8,1,20.0,8,1
1995/8/30 19:00:00,24.0,8,1,0,1,8,1,0,1,8,1,1.0,8,êºñkêº,8,1,0.00,8,1,73,8,1,21.7,8,1
1995/8/30 20:00:00,23.5,8,1,0,1,8,1,,,0,1,1.5,8,ñkêº,8,1,,0,1,75,8,1,21.8,8,1
1995/8/30 21:00:00,23.0,8,1,0,1,8,1,,,0,1,1.1,8,ìåìÏìå,8,1,,0,1,78,8,1,22.0,8,1
1995/8/30 22:00:00,22.5,8,1,0.0,0,8,1,,,0,1,0.9,8,ìÏìå,8,1,,0,1,83,8,1,22.5,8,1
1995/8/30 23:00:00,22.5,8,1,0.0,0,8,1,,,0,1,1.2,8,ìÏ,8,1,,0,1,83,8,1,22.5,8,1
1995/8/31 00:00:00,21.8,8,1,0.0,0,8,1,,,0,1,1.1,8,ìå,8,1,,0,1,86,8,1,22.5,8,1
1995/8/31 1:00:00,22.1,8,1,0.0,0,8,1,,,0,1,0.3,8,ìÏ,8,1,,0,1,83,8,1,22.1,8,1
1995/8/31 2:00:00,22.0,8,1,0.0,0,8,1,,,0,1,0.9,8,êºñkêº,8,1,,0,1,86,8,1,22.8,8,1
1995/8/31 3:00:00,21.3,8,1,0.0,0,8,1,,,0,1,0.5,8,ìåìÏìå,8,1,,0,1,92,8,1,23.2,8,1
1995/8/31 4:00:00,21.0,8,1,1.0,0,8,1,,,0,1,1.0,8,ìåìÏìå,8,1,,0,1,95,8,1,23.5,8,1
1995/8/31 5:00:00,20.6,8,1,2.5,0,8,1,,,0,1,1.0,8,ñkìå,8,1,0.00,8,1,96,8,1,23.2,8,1
1995/8/31 6:00:00,20.8,8,1,5.0,0,8,1,0,1,8,1,0.6,8,ñk,8,1,0.00,8,1,95,8,1,23.4,8,1
1995/8/31 7:00:00,20.5,8,1,6.5,0,8,1,0,1,8,1,1.1,8,ñkñkêº,8,1,0.01,8,1,96,8,1,23.2,8,1
1995/8/31 8:00:00,20.3,8,1,5.5,0,8,1,0,1,8,1,1.6,8,ñkñkêº,8,1,0.10,8,1,96,8,1,22.8,8,1
1995/8/31 9:00:00,20.3,8,1,4.5,0,8,1,0,1,8,1,1.6,8,ñkñkêº,8,1,0.17,8,1,96,8,1,22.8,8,1
1995/8/31 10:00:00,20.4,8,1,4.0,0,8,1,0,1,8,1,1.1,8,ñkñkêº,8,1,0.15,8,1,96,8,1,22.9,8,1
1995/8/31 11:00:00,20.8,8,1,2.0,0,8,1,0,1,8,1,1.8,8,ìÏêº,8,1,0.29,8,1,95,8,1,23.2,8,1
1995/8/31 12:00:00,22.3,8,1,1.0,0,8,1,0.1,0,8,1,1.5,8,ìÏêº,8,1,0.74,8,1,92,8,1,24.9,8,1
1995/8/31 13:00:00,23.1,8,1,0,1,8,1,0.2,0,8,1,1.5,8,ìÏêº,8,1,1.34,8,1,87,8,1,24.7,8,1
1995/8/31 14:00:00,22.5,8,1,2.5,0,8,1,0,1,8,1,0.4,8,ñkñkêº,8,1,0.36,8,1,91,8,1,24.9,8,1
1995/8/31 15:00:00,21.7,8,1,8.5,0,8,1,0,1,8,1,1.6,8,ñk,8,1,0.15,8,1,96,8,1,24.9,8,1
1995/8/31 16:00:00,21.7,8,1,1.5,0,8,1,0,1,8,1,0.7,8,ñkñkìå,8,1,0.16,8,1,96,8,1,24.9,8,1
1995/8/31 17:00:00,21.9,8,1,1.5,0,8,1,0,1,8,1,1.0,8,êº,8,1,0.20,8,1,95,8,1,25.0,8,1
1995/8/31 18:00:00,21.6,8,1,7.0,0,8,1,0,1,8,1,0.2,8,ê√â∏,8,1,0.04,8,1,96,8,1,24.7,8,1
1995/8/31 19:00:00,22.0,8,1,3.0,0,8,1,0,1,8,1,2.5,8,ìÏ,8,1,0.01,8,1,95,8,1,25.2,8,1
1995/8/31 20:00:00,21.7,8,1,0,1,8,1,,,0,1,1.6,8,ìÏìÏìå,8,1,,0,1,94,8,1,24.4,8,1
1995/8/31 21:00:00,21.2,8,1,0,1,8,1,,,0,1,0.5,8,ñkñkêº,8,1,,0,1,95,8,1,24.0,8,1
1995/8/31 22:00:00,21.0,8,1,0,1,8,1,,,0,1,1.3,8,ìÏìÏìå,8,1,,0,1,96,8,1,23.8,8,1
