É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 03:57:54

,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{
2008/6/24 12:00:00,25.3,8,1,0,1,8,1,0.8,0,8,1,3.3,8,ìÏêº,8,1,2.99,8,1,59,8,1,19.0,8,1
2008/6/24 13:00:00,26.5,8,1,0,1,8,1,1.0,0,8,1,4.4,8,ìÏêº,8,1,3.31,8,1,58,8,1,20.1,8,1
2008/6/24 14:00:00,27.1,8,1,0,1,8,1,1.0,0,8,1,4.5,8,ìÏêº,8,1,3.24,8,1,54,8,1,19.4,8,1
2008/6/24 15:00:00,26.6,8,1,0,1,8,1,1.0,0,8,1,6.1,8,ìÏêº,8,1,2.81,8,1,55,8,1,19.1,8,1
2008/6/24 16:00:00,26.8,8,1,0,1,8,1,1.0,0,8,1,4.8,8,ìÏêº,8,1,2.10,8,1,58,8,1,20.4,8,1
2008/6/24 17:00:00,25.8,8,1,0,1,8,1,1.0,0,8,1,3.8,8,ìÏêº,8,1,1.50,8,1,60,8,1,20.0,8,1
2008/6/24 18:00:00,24.1,8,1,0,1,8,1,1.0,0,8,1,4.1,8,êºìÏêº,8,1,0.80,8,1,69,8,1,20.8,8,1
2008/6/24 19:00:00,22.9,8,1,0,1,8,1,0.5,0,8,1,2.5,8,ñkêº,8,1,0.19,8,1,73,8,1,20.4,8,1
2008/6/24 20:00:00,22.0,8,1,0,1,8,1,0,1,8,1,3.2,8,ñkêº,8,1,0.00,8,1,77,8,1,20.4,8,1
2008/6/24 21:00:00,21.4,8,1,0,1,8,1,,,0,1,2.6,8,êºñkêº,8,1,,0,1,80,8,1,20.4,8,1
2008/6/24 22:00:00,20.9,8,1,0,1,8,1,,,0,1,2.5,8,êºñkêº,8,1,,0,1,83,8,1,20.5,8,1
2008/6/24 23:00:00,20.9,8,1,0,1,8,1,,,0,1,1.6,8,êºñkêº,8,1,,0,1,83,8,1,20.5,8,1
2008/6/25 00:00:00,20.7,8,1,0,1,8,1,,,0,1,0.7,8,ìÏêº,8,1,,0,1,84,8,1,20.5,8,1
2008/6/25 1:00:00,20.7,8,1,0,1,8,1,0,1,8,1,1.8,8,êºìÏêº,8,1,0,8,1,85,8,1,20.8,8,1
2008/6/25 2:00:00,20.6,8,1,0,1,8,1,0,1,8,1,1.0,8,ìÏìÏêº,8,1,0,8,1,85,8,1,20.6,8,1
2008/6/25 3:00:00,20.2,8,1,0,1,8,1,0,1,8,1,1.1,8,ìÏìÏêº,8,1,0,8,1,86,8,1,20.4,8,1
2008/6/25 4:00:00,20.4,8,1,0,1,8,1,0,1,8,1,1.0,8,ìÏìÏêº,8,1,0.00,8,1,83,8,1,19.9,8,1
2008/6/25 5:00:00,20.2,8,1,0,1,8,1,0.0,0,8,1,0.7,8,ìÏêº,8,1,0.01,8,1,85,8,1,20.1,8,1
2008/6/25 6:00:00,20.4,8,1,0,1,8,1,0.0,0,8,1,0.6,8,ìÏêº,8,1,0.10,8,1,82,8,1,19.7,8,1
2008/6/25 7:00:00,21.3,8,1,0,1,8,1,0.0,0,8,1,0.2,8,ê√â∏,8,1,0.45,8,1,79,8,1,20.0,8,1
2008/6/25 8:00:00,22.2,8,1,0,1,8,1,0.1,0,8,1,0.9,8,ìÏìÏìå,8,1,1.13,8,1,72,8,1,19.3,8,1
2008/6/25 9:00:00,23.5,8,1,0,1,8,1,0.5,0,8,1,1.3,8,ìÏ,8,1,1.75,8,1,67,8,1,19.4,8,1
2008/6/25 10:00:00,25.0,8,1,0,1,8,1,0.5,0,8,1,1.5,8,ìÏ,8,1,2.13,8,1,60,8,1,19.0,8,1
2008/6/25 11:00:00,25.8,8,1,0,1,8,1,0.2,0,8,1,3.0,8,ìÏ,8,1,2.18,8,1,59,8,1,19.6,8,1
2008/6/25 12:00:00,26.1,8,1,0,1,8,1,0.3,0,8,1,1.6,8,êºìÏêº,8,1,2.34,8,1,56,8,1,18.9,8,1
2008/6/25 13:00:00,27.0,8,1,0,1,8,1,0.3,0,8,1,2.6,8,êºìÏêº,8,1,2.26,8,1,50,8,1,17.8,8,1
2008/6/25 14:00:00,26.6,8,1,0,1,8,1,0.1,0,8,1,3.9,8,ìÏêº,8,1,1.73,8,1,56,8,1,19.5,8,1
2008/6/25 15:00:00,27.9,8,1,0,1,8,1,0.3,0,8,1,4.1,8,ìÏêº,8,1,1.85,8,1,53,8,1,19.9,8,1
2008/6/25 16:00:00,27.7,8,1,0,1,8,1,1.0,0,8,1,4.4,8,ìÏêº,8,1,2.29,8,1,54,8,1,20.1,8,1
2008/6/25 17:00:00,25.7,8,1,0,1,8,1,0.8,0,8,1,7.1,8,ìÏêº,8,1,1.40,8,1,59,8,1,19.5,8,1
2008/6/25 18:00:00,24.5,8,1,0,1,8,1,0.3,0,8,1,6.4,8,ìÏêº,8,1,0.57,8,1,64,8,1,19.7,8,1
2008/6/25 19:00:00,23.5,8,1,0,1,8,1,0.0,0,8,1,1.1,8,êºìÏêº,8,1,0.07,8,1,66,8,1,19.1,8,1
2008/6/25 20:00:00,23.2,8,1,0,1,8,1,0.0,0,8,1,1.6,8,êº,8,1,0.00,8,1,67,8,1,19.1,8,1
2008/6/25 21:00:00,22.7,8,1,0,1,8,1,0,1,8,1,2.2,8,êºìÏêº,8,1,0,8,1,70,8,1,19.3,8,1
2008/6/25 22:00:00,22.3,8,1,0,1,8,1,0,1,8,1,1.4,8,êº,8,1,0,8,1,72,8,1,19.4,8,1
2008/6/25 23:00:00,22.0,8,1,0,1,8,1,0,1,8,1,1.0,8,êº,8,1,0,8,1,73,8,1,19.3,8,1
2008/6/26 00:00:00,21.8,8,1,0,1,8,1,0,1,8,1,2.1,8,êºñkêº,8,1,0,8,1,75,8,1,19.6,8,1
2008/6/26 1:00:00,21.5,8,1,0,1,8,1,0,1,8,1,2.4,8,ñkêº,8,1,0,8,1,77,8,1,19.7,8,1
2008/6/26 2:00:00,21.0,8,1,0.0,0,8,1,0,1,8,1,1.5,8,êºìÏêº,8,1,0,8,1,81,8,1,20.1,8,1
2008/6/26 3:00:00,20.6,8,1,0.0,0,8,1,0,1,8,1,2.2,8,ñkêº,8,1,0,8,1,86,8,1,20.9,8,1
2008/6/26 4:00:00,20.8,8,1,0,1,8,1,0,1,8,1,1.7,8,ñkñkêº,8,1,0,8,1,83,8,1,20.4,8,1
2008/6/26 5:00:00,20.6,8,1,0.0,0,8,1,0.0,0,8,1,1.9,8,êºñkêº,8,1,0.00,8,1,84,8,1,20.4,8,1
2008/6/26 6:00:00,20.8,8,1,0.0,0,8,1,0.0,0,8,1,1.3,8,êºñkêº,8,1,0.07,8,1,82,8,1,20.1,8,1
2008/6/26 7:00:00,20.8,8,1,0.0,0,8,1,0.0,0,8,1,1.1,8,ñkñkêº,8,1,0.18,8,1,81,8,1,19.9,8,1
2008/6/26 8:00:00,21.3,8,1,0.0,0,8,1,0.0,0,8,1,0.7,8,êº,8,1,0.29,8,1,80,8,1,20.3,8,1
2008/6/26 9:00:00,22.5,8,1,0.0,0,8,1,0.0,0,8,1,0.6,8,ìå,8,1,0.73,8,1,72,8,1,19.6,8,1
2008/6/26 10:00:00,23.0,8,1,0,1,8,1,0.0,0,8,1,3.5,8,ìÏìÏìå,8,1,1.07,8,1,63,8,1,17.7,8,1
2008/6/26 11:00:00,22.8,8,1,0,1,8,1,0.0,0,8,1,3.5,8,ìåìÏìå,8,1,0.63,8,1,62,8,1,17.2,8,1
2008/6/26 12:00:00,23.3,8,1,0,1,8,1,0.0,0,8,1,2.7,8,ìåìÏìå,8,1,0.87,8,1,61,8,1,17.5,8,1
2008/6/26 13:00:00,23.3,8,1,0,1,8,1,0.0,0,8,1,2.3,8,ìå,8,1,0.47,8,1,59,8,1,16.9,8,1
2008/6/26 14:00:00,23.9,8,1,0.0,0,8,1,0.0,0,8,1,3.7,8,ìÏìå,8,1,0.92,8,1,59,8,1,17.5,8,1
2008/6/26 15:00:00,24.6,8,1,0,1,8,1,0.0,0,8,1,3.0,8,ìÏ,8,1,1.45,8,1,58,8,1,17.9,8,1
2008/6/26 16:00:00,23.7,8,1,0,1,8,1,0.1,0,8,1,4.2,8,ìÏêº,8,1,1.18,8,1,66,8,1,19.3,8,1
2008/6/26 17:00:00,23.3,8,1,0,1,8,1,0.0,0,8,1,3.1,8,êºìÏêº,8,1,0.52,8,1,68,8,1,19.5,8,1
2008/6/26 18:00:00,22.6,8,1,0,1,8,1,0.0,0,8,1,3.8,8,ìÏêº,8,1,0.28,8,1,69,8,1,18.9,8,1
2008/6/26 19:00:00,21.8,8,1,0,1,8,1,0.0,0,8,1,1.6,8,ìÏìÏêº,8,1,0.04,8,1,73,8,1,19.1,8,1
2008/6/26 20:00:00,21.6,8,1,0,1,8,1,0.0,0,8,1,1.3,8,ñkñkêº,8,1,0.00,8,1,73,8,1,18.8,8,1
2008/6/26 21:00:00,21.2,8,1,0,1,8,1,0,1,8,1,1.9,8,ñkêº,8,1,0,8,1,74,8,1,18.6,8,1
2008/6/26 22:00:00,20.8,8,1,0,1,8,1,0,1,8,1,2.7,8,êºñkêº,8,1,0,8,1,76,8,1,18.7,8,1
2008/6/26 23:00:00,20.5,8,1,0,1,8,1,0,1,8,1,2.7,8,êºñkêº,8,1,0,8,1,76,8,1,18.3,8,1
2008/6/27 00:00:00,19.6,8,1,0.0,0,8,1,0,1,8,1,2.9,8,ñkêº,8,1,0,8,1,83,8,1,18.9,8,1
2008/6/27 1:00:00,19.3,8,1,0.0,0,8,1,0,1,8,1,2.3,8,ñkêº,8,1,0,8,1,83,8,1,18.6,8,1
2008/6/27 2:00:00,19.3,8,1,0,1,8,1,0,1,8,1,2.4,8,êºñkêº,8,1,0,8,1,82,8,1,18.4,8,1
2008/6/27 3:00:00,19.1,8,1,0,1,8,1,0,1,8,1,1.4,8,ñkêº,8,1,0,8,1,83,8,1,18.4,8,1
2008/6/27 4:00:00,19.0,8,1,0,1,8,1,0,1,8,1,1.1,8,ñkêº,8,1,0,8,1,82,8,1,18.0,8,1
2008/6/27 5:00:00,19.0,8,1,0,1,8,1,0.0,0,8,1,0.9,8,êºìÏêº,8,1,0.02,8,1,83,8,1,18.2,8,1
2008/6/27 6:00:00,19.5,8,1,0,1,8,1,0.0,0,8,1,1.0,8,ñkêº,8,1,0.12,8,1,81,8,1,18.4,8,1
2008/6/27 7:00:00,19.9,8,1,0,1,8,1,0.0,0,8,1,1.9,8,êºñkêº,8,1,0.39,8,1,79,8,1,18.4,8,1
2008/6/27 8:00:00,21.1,8,1,0,1,8,1,0.4,0,8,1,2.2,8,êºñkêº,8,1,1.39,8,1,73,8,1,18.3,8,1
2008/6/27 9:00:00,23.0,8,1,0,1,8,1,0.9,0,8,1,2.2,8,ìÏìÏêº,8,1,2.43,8,1,67,8,1,18.8,8,1
2008/6/27 10:00:00,24.7,8,1,0,1,8,1,0.9,0,8,1,1.6,8,ìÏêº,8,1,3.00,8,1,60,8,1,18.7,8,1
2008/6/27 11:00:00,25.4,8,1,0,1,8,1,0.3,0,8,1,1.6,8,ìÏìÏêº,8,1,2.08,8,1,56,8,1,18.2,8,1
2008/6/27 12:00:00,26.9,8,1,0,1,8,1,0.8,0,8,1,1.6,8,ìÏ,8,1,3.22,8,1,50,8,1,17.7,8,1
2008/6/27 13:00:00,28.0,8,1,0,1,8,1,1.0,0,8,1,4.9,8,ìÏêº,8,1,3.54,8,1,52,8,1,19.7,8,1
2008/6/27 14:00:00,27.2,8,1,0,1,8,1,0.9,0,8,1,8.0,8,ìÏìÏêº,8,1,3.02,8,1,52,8,1,18.8,8,1
2008/6/27 15:00:00,26.8,8,1,0,1,8,1,1.0,0,8,1,8.2,8,ìÏêº,8,1,2.97,8,1,56,8,1,19.7,8,1
2008/6/27 16:00:00,25.5,8,1,0,1,8,1,0.7,0,8,1,5.8,8,ìÏêº,8,1,2.11,8,1,60,8,1,19.6,8,1
2008/6/27 17:00:00,23.9,8,1,0,1,8,1,0.0,0,8,1,4.5,8,ìÏêº,8,1,0.62,8,1,64,8,1,19.0,8,1
2008/6/27 18:00:00,23.0,8,1,0,1,8,1,0.0,0,8,1,4.3,8,ìÏêº,8,1,0.24,8,1,68,8,1,19.1,8,1
2008/6/27 19:00:00,22.4,8,1,0,1,8,1,0.0,0,8,1,1.5,8,êº,8,1,0.05,8,1,70,8,1,19.0,8,1
2008/6/27 20:00:00,21.9,8,1,0,1,8,1,0.0,0,8,1,2.4,8,ñkêº,8,1,0.00,8,1,73,8,1,19.2,8,1
2008/6/27 21:00:00,21.5,8,1,0,1,8,1,0,1,8,1,1.3,8,êº,8,1,0,8,1,75,8,1,19.2,8,1
2008/6/27 22:00:00,21.5,8,1,0,1,8,1,0,1,8,1,2.0,8,êº,8,1,0,8,1,77,8,1,19.7,8,1
2008/6/27 23:00:00,21.3,8,1,0,1,8,1,0,1,8,1,2.5,8,êº,8,1,0,8,1,78,8,1,19.8,8,1
2008/6/28 00:00:00,21.0,8,1,0,1,8,1,0,1,8,1,2.2,8,ñkêº,8,1,0,8,1,78,8,1,19.4,8,1
2008/6/28 1:00:00,20.8,8,1,0,1,8,1,0,1,8,1,2.6,8,êºñkêº,8,1,0,8,1,80,8,1,19.7,8,1
2008/6/28 2:00:00,20.6,8,1,0,1,8,1,0,1,8,1,1.6,8,êº,8,1,0,8,1,81,8,1,19.7,8,1
2008/6/28 3:00:00,20.5,8,1,0,1,8,1,0,1,8,1,1.9,8,êºñkêº,8,1,0,8,1,81,8,1,19.5,8,1
2008/6/28 4:00:00,20.4,8,1,0,1,8,1,0,1,8,1,1.5,8,êºìÏêº,8,1,0,8,1,83,8,1,19.9,8,1
2008/6/28 5:00:00,20.5,8,1,0,1,8,1,0.0,0,8,1,0.7,8,êº,8,1,0.00,8,1,82,8,1,19.8,8,1
2008/6/28 6:00:00,20.7,8,1,0,1,8,1,0.0,0,8,1,1.0,8,ìÏêº,8,1,0.13,8,1,81,8,1,19.8,8,1
2008/6/28 7:00:00,21.7,8,1,0,1,8,1,0.0,0,8,1,1.4,8,ìÏêº,8,1,0.57,8,1,79,8,1,20.5,8,1
2008/6/28 8:00:00,22.4,8,1,0,1,8,1,0.0,0,8,1,0.5,8,ñkêº,8,1,1.01,8,1,72,8,1,19.5,8,1
2008/6/28 9:00:00,24.3,8,1,0,1,8,1,0.9,0,8,1,0.9,8,ìÏìÏêº,8,1,2.31,8,1,64,8,1,19.4,8,1
2008/6/28 10:00:00,25.7,8,1,0,1,8,1,1.0,0,8,1,1.6,8,ìÏìå,8,1,3.05,8,1,56,8,1,18.5,8,1
2008/6/28 11:00:00,27.0,8,1,0,1,8,1,1.0,0,8,1,2.6,8,ìÏìÏêº,8,1,3.38,8,1,49,8,1,17.5,8,1
2008/6/28 12:00:00,25.8,8,1,0,1,8,1,0.0,0,8,1,6.8,8,ìÏêº,8,1,1.79,8,1,57,8,1,18.9,8,1
2008/6/28 13:00:00,25.3,8,1,0,1,8,1,0.0,0,8,1,6.4,8,ìÏêº,8,1,1.38,8,1,60,8,1,19.4,8,1
2008/6/28 14:00:00,26.1,8,1,0,1,8,1,0.0,0,8,1,4.8,8,ìÏêº,8,1,1.90,8,1,58,8,1,19.6,8,1
2008/6/28 15:00:00,24.9,8,1,0,1,8,1,0.0,0,8,1,5.9,8,ìÏêº,8,1,1.07,8,1,61,8,1,19.2,8,1
2008/6/28 16:00:00,24.3,8,1,0,1,8,1,0.0,0,8,1,4.8,8,ìÏêº,8,1,0.61,8,1,65,8,1,19.8,8,1
2008/6/28 17:00:00,23.4,8,1,0.0,0,8,1,0.0,0,8,1,2.5,8,êºìÏêº,8,1,0.33,8,1,68,8,1,19.6,8,1
2008/6/28 18:00:00,22.9,8,1,0.0,0,8,1,0.0,0,8,1,1.9,8,êºìÏêº,8,1,0.18,8,1,70,8,1,19.6,8,1
2008/6/28 19:00:00,22.4,8,1,0.0,0,8,1,0.0,0,8,1,1.1,8,êºìÏêº,8,1,0.05,8,1,72,8,1,19.5,8,1
2008/6/28 20:00:00,22.0,8,1,0.0,0,8,1,0.0,0,8,1,0.7,8,êºñkêº,8,1,0.00,8,1,74,8,1,19.6,8,1
2008/6/28 21:00:00,22.1,8,1,0.0,0,8,1,0,1,8,1,1.9,8,êº,8,1,0,8,1,73,8,1,19.4,8,1
2008/6/28 22:00:00,21.3,8,1,0.0,0,8,1,0,1,8,1,1.7,8,êºñkêº,8,1,0,8,1,77,8,1,19.5,8,1
2008/6/28 23:00:00,20.8,8,1,0.0,0,8,1,0,1,8,1,2.2,8,êºñkêº,8,1,0,8,1,80,8,1,19.7,8,1
2008/6/29 00:00:00,20.5,8,1,0.0,0,8,1,0,1,8,1,1.9,8,êºñkêº,8,1,0,8,1,82,8,1,19.8,8,1
2008/6/29 1:00:00,20.2,8,1,0.0,0,8,1,0,1,8,1,2.0,8,êºñkêº,8,1,0,8,1,84,8,1,19.9,8,1
2008/6/29 2:00:00,19.9,8,1,0.0,0,8,1,0,1,8,1,2.0,8,ñkêº,8,1,0,8,1,87,8,1,20.2,8,1
2008/6/29 3:00:00,19.4,8,1,0.5,0,8,1,0,1,8,1,1.3,8,êº,8,1,0,8,1,90,8,1,20.3,8,1
2008/6/29 4:00:00,19.4,8,1,0.5,0,8,1,0,1,8,1,1.2,8,êºñkêº,8,1,0,8,1,91,8,1,20.5,8,1
2008/6/29 5:00:00,19.3,8,1,1.0,0,8,1,0.0,0,8,1,0.9,8,êº,8,1,0.00,8,1,92,8,1,20.6,8,1
2008/6/29 6:00:00,19.3,8,1,1.0,0,8,1,0.0,0,8,1,0.4,8,êºñkêº,8,1,0.03,8,1,92,8,1,20.6,8,1
2008/6/29 7:00:00,19.4,8,1,2.0,0,8,1,0.0,0,8,1,0.9,8,êºñkêº,8,1,0.10,8,1,93,8,1,21.0,8,1
2008/6/29 8:00:00,19.5,8,1,1.5,0,8,1,0.0,0,8,1,2.5,8,ñkêº,8,1,0.13,8,1,92,8,1,20.9,8,1
2008/6/29 9:00:00,19.7,8,1,2.5,0,8,1,0.0,0,8,1,1.7,8,ñkêº,8,1,0.25,8,1,92,8,1,21.1,8,1
2008/6/29 10:00:00,19.5,8,1,3.0,0,8,1,0.0,0,8,1,1.4,8,êºñkêº,8,1,0.34,8,1,92,8,1,20.9,8,1
2008/6/29 11:00:00,19.5,8,1,5.5,0,8,1,0.0,0,8,1,1.3,8,êºìÏêº,8,1,0.32,8,1,92,8,1,20.9,8,1
2008/6/29 12:00:00,19.5,8,1,3.5,0,8,1,0.0,0,8,1,1.5,8,êºìÏêº,8,1,0.23,8,1,91,8,1,20.6,8,1
2008/6/29 13:00:00,20.0,8,1,5.0,0,8,1,0.0,0,8,1,1.5,8,êºñkêº,8,1,0.51,8,1,91,8,1,21.3,8,1
2008/6/29 14:00:00,20.9,8,1,0.0,0,8,1,0.0,0,8,1,1.8,8,ìÏêº,8,1,0.88,8,1,88,8,1,21.8,8,1
2008/6/29 15:00:00,21.3,8,1,0,1,8,1,0.0,0,8,1,0.8,8,ìÏêº,8,1,0.57,8,1,85,8,1,21.5,8,1
2008/6/29 16:00:00,21.4,8,1,0,1,8,1,0.0,0,8,1,1.0,8,ìÏìÏêº,8,1,0.40,8,1,83,8,1,21.2,8,1
2008/6/29 17:00:00,21.5,8,1,0.0,0,8,1,0.0,0,8,1,1.0,8,ìÏìå,8,1,0.18,8,1,83,8,1,21.3,8,1
2008/6/29 18:00:00,21.4,8,1,1.0,0,8,1,0.0,0,8,1,0.6,8,êº,8,1,0.21,8,1,86,8,1,21.9,8,1
2008/6/29 19:00:00,21.1,8,1,0.0,0,8,1,0.0,0,8,1,0.8,8,êºñkêº,8,1,0.07,8,1,88,8,1,22.0,8,1
2008/6/29 20:00:00,20.4,8,1,3.5,0,8,1,0.0,0,8,1,2.0,8,ñkêº,8,1,0.00,8,1,92,8,1,22.1,8,1
2008/6/29 21:00:00,20.0,8,1,4.0,0,8,1,0,1,8,1,1.5,8,êºñkêº,8,1,0,8,1,93,8,1,21.7,8,1
2008/6/29 22:00:00,19.9,8,1,5.5,0,8,1,0,1,8,1,0.7,8,ñkêº,8,1,0,8,1,94,8,1,21.8,8,1
2008/6/29 23:00:00,19.9,8,1,1.0,0,8,1,0,1,8,1,0.3,8,êºñkêº,8,1,0,8,1,94,8,1,21.8,8,1
2008/6/30 00:00:00,20.1,8,1,0.0,0,8,1,0,1,8,1,1.2,8,ìÏ,8,1,0,8,1,94,8,1,22.1,8,1
2008/6/30 1:00:00,20.2,8,1,0.0,0,8,1,0,1,8,1,0.1,8,ê√â∏,8,1,0,8,1,93,8,1,22.0,8,1
2008/6/30 2:00:00,20.1,8,1,0,1,8,1,0,1,8,1,1.1,8,ìÏìÏêº,8,1,0,8,1,94,8,1,22.1,8,1
2008/6/30 3:00:00,20.2,8,1,0.0,0,8,1,0,1,8,1,1.5,8,ñkñkêº,8,1,0,8,1,94,8,1,22.3,8,1
2008/6/30 4:00:00,20.2,8,1,0.5,0,8,1,0,1,8,1,0.6,8,ìÏ,8,1,0,8,1,94,8,1,22.3,8,1
2008/6/30 5:00:00,20.3,8,1,0,1,8,1,0.0,0,8,1,0.6,8,ìåìÏìå,8,1,0.00,8,1,94,8,1,22.4,8,1
2008/6/30 6:00:00,20.6,8,1,0,1,8,1,0.0,0,8,1,0.8,8,ìÏìÏêº,8,1,0.06,8,1,94,8,1,22.8,8,1
2008/6/30 7:00:00,20.8,8,1,0,1,8,1,0.0,0,8,1,0.6,8,êºñkêº,8,1,0.17,8,1,91,8,1,22.4,8,1
2008/6/30 8:00:00,21.7,8,1,0,1,8,1,0.0,0,8,1,2.3,8,ìå,8,1,0.29,8,1,75,8,1,19.5,8,1
2008/6/30 9:00:00,22.3,8,1,0,1,8,1,0.0,0,8,1,2.4,8,ìÏìÏìå,8,1,0.74,8,1,77,8,1,20.7,8,1
2008/6/30 10:00:00,21.7,8,1,0,1,8,1,0.0,0,8,1,3.1,8,ìÏêº,8,1,0.86,8,1,81,8,1,21.0,8,1
2008/6/30 11:00:00,21.2,8,1,0.0,0,8,1,0.0,0,8,1,2.4,8,êºñkêº,8,1,0.93,8,1,85,8,1,21.4,8,1
2008/6/30 12:00:00,22.2,8,1,0,1,8,1,0.0,0,8,1,1.7,8,êºìÏêº,8,1,1.72,8,1,78,8,1,20.9,8,1
2008/6/30 13:00:00,22.6,8,1,0,1,8,1,0.0,0,8,1,1.2,8,êºìÏêº,8,1,0.86,8,1,74,8,1,20.3,8,1
2008/6/30 14:00:00,23.7,8,1,0,1,8,1,0.0,0,8,1,1.1,8,êºìÏêº,8,1,1.56,8,1,70,8,1,20.5,8,1
2008/6/30 15:00:00,24.5,8,1,0,1,8,1,0.5,0,8,1,2.0,8,ìå,8,1,2.23,8,1,60,8,1,18.5,8,1
2008/6/30 16:00:00,25.9,8,1,0,1,8,1,0.7,0,8,1,1.5,8,ìÏìÏêº,8,1,1.92,8,1,55,8,1,18.4,8,1
2008/6/30 17:00:00,25.9,8,1,0,1,8,1,1.0,0,8,1,2.8,8,ìÏìÏêº,8,1,1.79,8,1,61,8,1,20.4,8,1
2008/6/30 18:00:00,23.5,8,1,0,1,8,1,0.4,0,8,1,5.6,8,ìÏêº,8,1,0.65,8,1,69,8,1,20.0,8,1
2008/6/30 19:00:00,22.0,8,1,0,1,8,1,0.1,0,8,1,1.7,8,ñkêº,8,1,0.13,8,1,75,8,1,19.8,8,1
2008/6/30 20:00:00,21.5,8,1,0,1,8,1,0.0,0,8,1,2.4,8,ñkêº,8,1,0.00,8,1,75,8,1,19.2,8,1
2008/6/30 21:00:00,21.1,8,1,0,1,8,1,0,1,8,1,2.6,8,ñkêº,8,1,0,8,1,76,8,1,19.0,8,1
2008/6/30 22:00:00,20.6,8,1,0,1,8,1,0,1,8,1,2.8,8,ñkêº,8,1,0,8,1,78,8,1,18.9,8,1
2008/6/30 23:00:00,20.1,8,1,0,1,8,1,0,1,8,1,2.0,8,êºñkêº,8,1,0,8,1,81,8,1,19.1,8,1
2008/7/1 00:00:00,20.0,8,1,0,1,8,1,0,1,8,1,1.8,8,êº,8,1,0,8,1,81,8,1,18.9,8,1
2008/7/1 1:00:00,19.8,8,1,0,1,8,1,0,1,8,1,0.4,8,êºìÏêº,8,1,0,8,1,82,8,1,18.9,8,1
2008/7/1 2:00:00,19.0,8,1,0,1,8,1,0,1,8,1,1.6,8,êºñkêº,8,1,0,8,1,81,8,1,17.8,8,1
2008/7/1 3:00:00,17.7,8,1,0,1,8,1,0,1,8,1,1.3,8,êº,8,1,0,8,1,85,8,1,17.2,8,1
2008/7/1 4:00:00,17.5,8,1,0,1,8,1,0,1,8,1,1.0,8,ìÏêº,8,1,0,8,1,89,8,1,17.8,8,1
2008/7/1 5:00:00,17.3,8,1,0,1,8,1,0.0,0,8,1,1.7,8,êºñkêº,8,1,0.01,8,1,86,8,1,17.0,8,1
2008/7/1 6:00:00,18.9,8,1,0,1,8,1,0.3,0,8,1,0.6,8,ìÏêº,8,1,0.33,8,1,81,8,1,17.7,8,1
2008/7/1 7:00:00,19.5,8,1,0,1,8,1,0.2,0,8,1,0.9,8,ìÏêº,8,1,0.73,8,1,74,8,1,16.8,8,1
2008/7/1 8:00:00,21.0,8,1,0,1,8,1,0.1,0,8,1,1.3,8,ìÏìÏêº,8,1,1.09,8,1,68,8,1,16.9,8,1
2008/7/1 9:00:00,21.8,8,1,0,1,8,1,0.0,0,8,1,1.2,8,êºìÏêº,8,1,1.40,8,1,63,8,1,16.5,8,1
2008/7/1 10:00:00,22.5,8,1,0,1,8,1,0.0,0,8,1,1.2,8,êºìÏêº,8,1,1.56,8,1,57,8,1,15.5,8,1
2008/7/1 11:00:00,23.3,8,1,0,1,8,1,0.1,0,8,1,0.7,8,ìÏ,8,1,1.89,8,1,54,8,1,15.5,8,1
2008/7/1 12:00:00,24.3,8,1,0,1,8,1,1.0,0,8,1,0.6,8,ìÏìå,8,1,2.72,8,1,51,8,1,15.5,8,1
2008/7/1 13:00:00,26.2,8,1,0,1,8,1,1.0,0,8,1,1.9,8,êº,8,1,3.44,8,1,44,8,1,15.0,8,1
2008/7/1 14:00:00,27.0,8,1,0,1,8,1,1.0,0,8,1,1.8,8,ìÏêº,8,1,3.35,8,1,46,8,1,16.4,8,1
2008/7/1 15:00:00,27.6,8,1,0,1,8,1,1.0,0,8,1,2.1,8,êºìÏêº,8,1,2.90,8,1,45,8,1,16.6,8,1
2008/7/1 16:00:00,27.3,8,1,0,1,8,1,1.0,0,8,1,5.8,8,ìÏêº,8,1,2.31,8,1,47,8,1,17.1,8,1
2008/7/1 17:00:00,26.1,8,1,0,1,8,1,1.0,0,8,1,6.5,8,ìÏêº,8,1,1.60,8,1,56,8,1,18.9,8,1
2008/7/1 18:00:00,24.2,8,1,0,1,8,1,1.0,0,8,1,6.9,8,ìÏêº,8,1,0.83,8,1,63,8,1,19.0,8,1
2008/7/1 19:00:00,22.0,8,1,0,1,8,1,0.6,0,8,1,3.0,8,êºìÏêº,8,1,0.19,8,1,72,8,1,19.0,8,1
2008/7/1 20:00:00,21.4,8,1,0,1,8,1,0.0,0,8,1,1.6,8,ñkñkêº,8,1,0.00,8,1,74,8,1,18.9,8,1
2008/7/1 21:00:00,21.0,8,1,0,1,8,1,0,1,8,1,2.4,8,ñkêº,8,1,0,8,1,76,8,1,18.9,8,1
2008/7/1 22:00:00,20.8,8,1,0,1,8,1,0,1,8,1,1.9,8,êºñkêº,8,1,0,8,1,77,8,1,18.9,8,1
