É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 02:34:20

,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR
1998/10/24 13:00:00,20.9,8,1,0,1,8,1,0.4,0,8,1,1.6,8,ñkñkìå,8,1,1.61,8,1,61,8,1,15.1,8,1
1998/10/24 14:00:00,16.6,8,1,0.0,0,8,1,0,1,8,1,5.1,8,ñkêº,8,1,0.32,8,1,91,8,1,17.2,8,1
1998/10/24 15:00:00,16.7,8,1,1.5,0,8,1,0,1,8,1,0.8,8,ìåñkìå,8,1,0.27,8,1,92,8,1,17.5,8,1
1998/10/24 16:00:00,17.0,8,1,0.0,0,8,1,0.3,0,8,1,3.2,8,ìÏ,8,1,0.53,8,1,85,8,1,16.5,8,1
1998/10/24 17:00:00,16.8,8,1,0,1,8,1,0.2,0,8,1,1.5,8,ìÏêº,8,1,0.13,8,1,85,8,1,16.3,8,1
1998/10/24 18:00:00,16.7,8,1,0,1,8,1,0,1,8,1,2.1,8,ìÏìÏêº,8,1,0.00,8,1,87,8,1,16.5,8,1
1998/10/24 19:00:00,15.9,8,1,0,1,8,1,,,0,1,2.3,8,ìÏêº,8,1,,0,1,92,8,1,16.6,8,1
1998/10/24 20:00:00,15.2,8,1,0,1,8,1,,,0,1,1.9,8,ìÏêº,8,1,,0,1,91,8,1,15.7,8,1
1998/10/24 21:00:00,14.7,8,1,0,1,8,1,,,0,1,1.6,8,ìÏêº,8,1,,0,1,93,8,1,15.6,8,1
1998/10/24 22:00:00,14.6,8,1,0,1,8,1,,,0,1,1.8,8,êºìÏêº,8,1,,0,1,93,8,1,15.5,8,1
1998/10/24 23:00:00,13.8,8,1,0,1,8,1,,,0,1,2.3,8,ìÏêº,8,1,,0,1,93,8,1,14.7,8,1
1998/10/25 00:00:00,14.0,8,1,0,1,8,1,,,0,1,2.5,8,ìÏêº,8,1,,0,1,94,8,1,15.1,8,1
1998/10/25 1:00:00,14.1,8,1,0,1,8,1,,,0,1,2.3,8,ìÏêº,8,1,,0,1,92,8,1,14.8,8,1
1998/10/25 2:00:00,14.1,8,1,0,1,8,1,,,0,1,2.5,8,ìÏêº,8,1,,0,1,91,8,1,14.7,8,1
1998/10/25 3:00:00,14.0,8,1,0,1,8,1,,,0,1,2.5,8,ìÏêº,8,1,,0,1,90,8,1,14.4,8,1
1998/10/25 4:00:00,13.5,8,1,0,1,8,1,,,0,1,2.4,8,ìÏêº,8,1,,0,1,92,8,1,14.2,8,1
1998/10/25 5:00:00,13.6,8,1,0,1,8,1,,,0,1,2.5,8,êºìÏêº,8,1,,0,1,92,8,1,14.3,8,1
1998/10/25 6:00:00,13.5,8,1,0.0,0,8,1,,,0,1,1.0,8,ìÏìÏêº,8,1,0.00,8,1,93,8,1,14.4,8,1
1998/10/25 7:00:00,13.6,8,1,0,1,8,1,0.2,0,8,1,2.1,8,ìÏìÏêº,8,1,0.08,8,1,93,8,1,14.5,8,1
1998/10/25 8:00:00,15.4,8,1,0,1,8,1,1.0,0,8,1,1.7,8,ìÏêº,8,1,0.68,8,1,87,8,1,15.2,8,1
1998/10/25 9:00:00,17.3,8,1,0,1,8,1,0.7,0,8,1,1.7,8,ìÏêº,8,1,1.22,8,1,82,8,1,16.2,8,1
1998/10/25 10:00:00,19.9,8,1,0,1,8,1,1.0,0,8,1,1.5,8,êº,8,1,1.93,8,1,59,8,1,13.7,8,1
1998/10/25 11:00:00,20.8,8,1,0,1,8,1,1.0,0,8,1,1.4,8,ñkñkêº,8,1,2.15,8,1,60,8,1,14.8,8,1
1998/10/25 12:00:00,21.0,8,1,0,1,8,1,1.0,0,8,1,1.7,8,ñk,8,1,2.42,8,1,54,8,1,13.4,8,1
1998/10/25 13:00:00,20.7,8,1,0,1,8,1,1.0,0,8,1,3.8,8,ñkìå,8,1,2.33,8,1,57,8,1,13.9,8,1
1998/10/25 14:00:00,20.3,8,1,0,1,8,1,0.6,0,8,1,4.1,8,ñkñkìå,8,1,1.73,8,1,65,8,1,15.5,8,1
1998/10/25 15:00:00,19.7,8,1,0,1,8,1,0.6,0,8,1,4.2,8,ñkñkìå,8,1,1.21,8,1,60,8,1,13.7,8,1
1998/10/25 16:00:00,18.7,8,1,0,1,8,1,1.0,0,8,1,2.2,8,ñkìå,8,1,0.77,8,1,61,8,1,13.1,8,1
1998/10/25 17:00:00,17.3,8,1,0,1,8,1,0.3,0,8,1,1.4,8,ìåñkìå,8,1,0.15,8,1,64,8,1,12.6,8,1
1998/10/25 18:00:00,16.8,8,1,0,1,8,1,0,1,8,1,0.7,8,ñkñkêº,8,1,0.00,8,1,66,8,1,12.6,8,1
1998/10/25 19:00:00,15.8,8,1,0,1,8,1,,,0,1,2.4,8,ìÏìÏêº,8,1,,0,1,81,8,1,14.5,8,1
1998/10/25 20:00:00,15.2,8,1,0,1,8,1,,,0,1,1.2,8,ìÏìÏêº,8,1,,0,1,87,8,1,15.1,8,1
1998/10/25 21:00:00,14.5,8,1,0,1,8,1,,,0,1,2.1,8,ìÏêº,8,1,,0,1,88,8,1,14.5,8,1
1998/10/25 22:00:00,13.9,8,1,0,1,8,1,,,0,1,2.7,8,ìÏêº,8,1,,0,1,87,8,1,13.8,8,1
1998/10/25 23:00:00,13.3,8,1,0,1,8,1,,,0,1,3.0,8,ìÏêº,8,1,,0,1,87,8,1,13.3,8,1
1998/10/26 00:00:00,13.1,8,1,0,1,8,1,,,0,1,2.9,8,ìÏìÏêº,8,1,,0,1,84,8,1,12.7,8,1
1998/10/26 1:00:00,12.9,8,1,0,1,8,1,,,0,1,3.3,8,ìÏêº,8,1,,0,1,82,8,1,12.2,8,1
1998/10/26 2:00:00,12.0,8,1,0,1,8,1,,,0,1,3.0,8,ìÏêº,8,1,,0,1,82,8,1,11.5,8,1
1998/10/26 3:00:00,11.8,8,1,0,1,8,1,,,0,1,3.6,8,ìÏêº,8,1,,0,1,80,8,1,11.1,8,1
1998/10/26 4:00:00,11.6,8,1,0,1,8,1,,,0,1,3.3,8,ìÏêº,8,1,,0,1,79,8,1,10.8,8,1
1998/10/26 5:00:00,12.0,8,1,0,1,8,1,,,0,1,3.8,8,ìÏêº,8,1,,0,1,79,8,1,11.1,8,1
1998/10/26 6:00:00,12.4,8,1,0,1,8,1,,,0,1,3.5,8,ìÏìÏêº,8,1,0.00,8,1,75,8,1,10.8,8,1
1998/10/26 7:00:00,13.1,8,1,0,1,8,1,0.1,0,8,1,3.6,8,ìÏêº,8,1,0.07,8,1,73,8,1,11.0,8,1
1998/10/26 8:00:00,14.1,8,1,0.0,0,8,1,0.2,0,8,1,3.0,8,ìÏêº,8,1,0.17,8,1,70,8,1,11.2,8,1
1998/10/26 9:00:00,13.5,8,1,0.0,0,8,1,0,1,8,1,2.6,8,ìÏêº,8,1,0.13,8,1,82,8,1,12.7,8,1
1998/10/26 10:00:00,12.9,8,1,1.5,0,8,1,0,1,8,1,1.7,8,ìÏìÏìå,8,1,0.16,8,1,89,8,1,13.2,8,1
1998/10/26 11:00:00,14.6,8,1,0.0,0,8,1,0,1,8,1,2.8,8,ìÏìÏêº,8,1,0.65,8,1,85,8,1,14.1,8,1
1998/10/26 12:00:00,16.7,8,1,0.0,0,8,1,0.2,0,8,1,3.3,8,ìÏìÏêº,8,1,1.02,8,1,76,8,1,14.5,8,1
1998/10/26 13:00:00,17.6,8,1,0,1,8,1,0.8,0,8,1,2.7,8,ìÏìÏêº,8,1,1.77,8,1,73,8,1,14.7,8,1
1998/10/26 14:00:00,17.9,8,1,0,1,8,1,0.6,0,8,1,1.3,8,ìÏìÏêº,8,1,1.25,8,1,69,8,1,14.1,8,1
1998/10/26 15:00:00,17.6,8,1,0,1,8,1,0,1,8,1,2.1,8,ñkñkìå,8,1,0.67,8,1,70,8,1,14.1,8,1
1998/10/26 16:00:00,16.9,8,1,0,1,8,1,0,1,8,1,4.2,8,ñkñkìå,8,1,0.33,8,1,71,8,1,13.7,8,1
1998/10/26 17:00:00,16.4,8,1,0,1,8,1,0,1,8,1,4.1,8,ñkìå,8,1,0.07,8,1,71,8,1,13.2,8,1
1998/10/26 18:00:00,15.5,8,1,0,1,8,1,0,1,8,1,4.6,8,ñkìå,8,1,0.00,8,1,68,8,1,12.0,8,1
1998/10/26 19:00:00,14.7,8,1,0,1,8,1,,,0,1,2.1,8,ñkìå,8,1,,0,1,68,8,1,11.4,8,1
1998/10/26 20:00:00,14.0,8,1,0,1,8,1,,,0,1,1.9,8,ìå,8,1,,0,1,70,8,1,11.2,8,1
1998/10/26 21:00:00,12.9,8,1,0,1,8,1,,,0,1,1.3,8,êº,8,1,,0,1,79,8,1,11.8,8,1
1998/10/26 22:00:00,12.2,8,1,0,1,8,1,,,0,1,2.5,8,êºìÏêº,8,1,,0,1,83,8,1,11.8,8,1
1998/10/26 23:00:00,11.4,8,1,0,1,8,1,,,0,1,2.4,8,ìÏêº,8,1,,0,1,88,8,1,11.9,8,1
1998/10/27 00:00:00,10.9,8,1,0,1,8,1,,,0,1,2.8,8,ìÏêº,8,1,,0,1,88,8,1,11.5,8,1
1998/10/27 1:00:00,10.6,8,1,0,1,8,1,,,0,1,1.8,8,êºìÏêº,8,1,,0,1,89,8,1,11.4,8,1
1998/10/27 2:00:00,10.1,8,1,0,1,8,1,,,0,1,0.9,8,ìÏìå,8,1,,0,1,92,8,1,11.4,8,1
1998/10/27 3:00:00,9.7,8,1,0,1,8,1,,,0,1,1.1,8,êºìÏêº,8,1,,0,1,92,8,1,11.1,8,1
1998/10/27 4:00:00,9.9,8,1,0,1,8,1,,,0,1,2.5,8,ìÏêº,8,1,,0,1,91,8,1,11.1,8,1
1998/10/27 5:00:00,9.1,8,1,0,1,8,1,,,0,1,2.4,8,ìÏìÏêº,8,1,,0,1,92,8,1,10.7,8,1
1998/10/27 6:00:00,9.3,8,1,0,1,8,1,,,0,1,2.7,8,êºìÏêº,8,1,0.00,8,1,90,8,1,10.5,8,1
1998/10/27 7:00:00,9.2,8,1,0,1,8,1,0,1,8,1,1.8,8,ìÏ,8,1,0.04,8,1,90,8,1,10.4,8,1
1998/10/27 8:00:00,11.7,8,1,0,1,8,1,0.9,0,8,1,1.5,8,ìÏêº,8,1,0.64,8,1,76,8,1,10.4,8,1
1998/10/27 9:00:00,14.8,8,1,0,1,8,1,1.0,0,8,1,1.6,8,ñkêº,8,1,1.28,8,1,71,8,1,12.0,8,1
1998/10/27 10:00:00,17.0,8,1,0,1,8,1,1.0,0,8,1,1.5,8,ñkñkêº,8,1,1.68,8,1,63,8,1,12.2,8,1
1998/10/27 11:00:00,19.3,8,1,0,1,8,1,0.9,0,8,1,1.4,8,ñkñkìå,8,1,2.04,8,1,60,8,1,13.4,8,1
1998/10/27 12:00:00,17.6,8,1,0,1,8,1,0.2,0,8,1,3.3,8,ñkñkêº,8,1,1.25,8,1,64,8,1,12.9,8,1
1998/10/27 13:00:00,17.6,8,1,0.0,0,8,1,0,1,8,1,2.2,8,ñkñkêº,8,1,0.60,8,1,65,8,1,13.0,8,1
1998/10/27 14:00:00,17.1,8,1,0.0,0,8,1,0,1,8,1,1.1,8,ñkìå,8,1,0.40,8,1,75,8,1,14.6,8,1
1998/10/27 15:00:00,17.2,8,1,0.0,0,8,1,0,1,8,1,1.5,8,ñk,8,1,0.33,8,1,68,8,1,13.3,8,1
1998/10/27 16:00:00,17.0,8,1,0.0,0,8,1,0,1,8,1,2.3,8,ñkêº,8,1,0.10,8,1,76,8,1,14.7,8,1
1998/10/27 17:00:00,15.5,8,1,0.5,0,8,1,0,1,8,1,1.4,8,ìÏìå,8,1,0.01,8,1,89,8,1,15.7,8,1
1998/10/27 18:00:00,15.8,8,1,0.0,0,8,1,,,0,1,5.0,8,ñkêº,8,1,0.00,8,1,88,8,1,15.8,8,1
1998/10/27 19:00:00,14.7,8,1,1.0,0,8,1,,,0,1,1.5,8,êº,8,1,,0,1,91,8,1,15.2,8,1
1998/10/27 20:00:00,14.7,8,1,0.0,0,8,1,,,0,1,3.5,8,êºñkêº,8,1,,0,1,88,8,1,14.7,8,1
1998/10/27 21:00:00,14.3,8,1,0.5,0,8,1,,,0,1,2.4,8,ìÏêº,8,1,,0,1,90,8,1,14.7,8,1
1998/10/27 22:00:00,14.4,8,1,0.0,0,8,1,,,0,1,2.9,8,ìÏêº,8,1,,0,1,92,8,1,15.1,8,1
1998/10/27 23:00:00,14.5,8,1,0,1,8,1,,,0,1,2.8,8,ìÏêº,8,1,,0,1,94,8,1,15.5,8,1
1998/10/28 00:00:00,15.1,8,1,0,1,8,1,,,0,1,2.9,8,ìÏìÏêº,8,1,,0,1,89,8,1,15.3,8,1
1998/10/28 1:00:00,16.5,8,1,0.0,0,8,1,,,0,1,2.4,8,ìÏìÏêº,8,1,,0,1,82,8,1,15.4,8,1
1998/10/28 2:00:00,16.6,8,1,0.5,0,8,1,,,0,1,3.6,8,ìÏìÏêº,8,1,,0,1,87,8,1,16.4,8,1
1998/10/28 3:00:00,15.5,8,1,0,1,8,1,,,0,1,2.7,8,ìÏìÏêº,8,1,,0,1,89,8,1,15.7,8,1
1998/10/28 4:00:00,14.8,8,1,0.0,0,8,1,,,0,1,2.6,8,ìÏêº,8,1,,0,1,88,8,1,14.8,8,1
1998/10/28 5:00:00,15.2,8,1,0,1,8,1,,,0,1,2.8,8,ìÏêº,8,1,,0,1,85,8,1,14.7,8,1
1998/10/28 6:00:00,16.1,8,1,0.0,0,8,1,,,0,1,2.2,8,êºñkêº,8,1,0.00,8,1,86,8,1,15.8,8,1
1998/10/28 7:00:00,16.1,8,1,0.5,0,8,1,0,1,8,1,2.5,8,ìÏêº,8,1,0.01,8,1,88,8,1,16.1,8,1
1998/10/28 8:00:00,15.9,8,1,0.5,0,8,1,0.2,0,8,1,2.0,8,ìÏêº,8,1,0.35,8,1,89,8,1,16.1,8,1
1998/10/28 9:00:00,18.5,8,1,0,1,8,1,0.6,0,8,1,1.8,8,ìÏìÏêº,8,1,0.97,8,1,76,8,1,16.2,8,1
1998/10/28 10:00:00,20.2,8,1,0,1,8,1,0.2,0,8,1,1.1,8,ìÏêº,8,1,0.98,8,1,65,8,1,15.4,8,1
1998/10/28 11:00:00,21.4,8,1,0,1,8,1,1.0,0,8,1,2.6,8,ìÏêº,8,1,2.09,8,1,61,8,1,15.6,8,1
1998/10/28 12:00:00,22.0,8,1,0,1,8,1,0.9,0,8,1,2.2,8,êºìÏêº,8,1,2.04,8,1,55,8,1,14.6,8,1
1998/10/28 13:00:00,21.8,8,1,0,1,8,1,0.9,0,8,1,3.7,8,êºñkêº,8,1,2.08,8,1,53,8,1,13.8,8,1
1998/10/28 14:00:00,21.8,8,1,0,1,8,1,1.0,0,8,1,3.4,8,êºñkêº,8,1,1.79,8,1,53,8,1,13.8,8,1
1998/10/28 15:00:00,21.8,8,1,0,1,8,1,1.0,0,8,1,3.3,8,êº,8,1,1.33,8,1,52,8,1,13.6,8,1
1998/10/28 16:00:00,20.6,8,1,0,1,8,1,1.0,0,8,1,2.9,8,êºñkêº,8,1,0.71,8,1,55,8,1,13.4,8,1
1998/10/28 17:00:00,18.6,8,1,0,1,8,1,0.3,0,8,1,2.2,8,ñkêº,8,1,0.15,8,1,65,8,1,13.9,8,1
1998/10/28 18:00:00,16.5,8,1,0,1,8,1,,,0,1,0.5,8,ìÏêº,8,1,0.00,8,1,75,8,1,14.1,8,1
1998/10/28 19:00:00,15.6,8,1,0,1,8,1,,,0,1,0.9,8,ìÏêº,8,1,,0,1,81,8,1,14.4,8,1
1998/10/28 20:00:00,15.4,8,1,0,1,8,1,,,0,1,2.5,8,êºìÏêº,8,1,,0,1,86,8,1,15.1,8,1
1998/10/28 21:00:00,14.8,8,1,0,1,8,1,,,0,1,2.6,8,êºìÏêº,8,1,,0,1,86,8,1,14.5,8,1
1998/10/28 22:00:00,14.6,8,1,0,1,8,1,,,0,1,1.8,8,ìÏêº,8,1,,0,1,86,8,1,14.3,8,1
1998/10/28 23:00:00,14.3,8,1,0,1,8,1,,,0,1,1.7,8,ìÏìÏêº,8,1,,0,1,88,8,1,14.3,8,1
1998/10/29 00:00:00,14.3,8,1,0,1,8,1,,,0,1,2.2,8,ìÏêº,8,1,,0,1,87,8,1,14.2,8,1
1998/10/29 1:00:00,14.1,8,1,0,1,8,1,,,0,1,2.1,8,êºìÏêº,8,1,,0,1,86,8,1,13.8,8,1
1998/10/29 2:00:00,13.6,8,1,0,1,8,1,,,0,1,1.5,8,ìÏêº,8,1,,0,1,88,8,1,13.7,8,1
1998/10/29 3:00:00,13.3,8,1,0,1,8,1,,,0,1,1.9,8,ìÏìÏêº,8,1,,0,1,90,8,1,13.7,8,1
1998/10/29 4:00:00,13.5,8,1,0,1,8,1,,,0,1,1.6,8,êºìÏêº,8,1,,0,1,86,8,1,13.3,8,1
1998/10/29 5:00:00,13.3,8,1,0,1,8,1,,,0,1,1.4,8,êºñkêº,8,1,,0,1,89,8,1,13.6,8,1
1998/10/29 6:00:00,12.8,8,1,0,1,8,1,,,0,1,1.5,8,ìÏ,8,1,0.00,8,1,90,8,1,13.3,8,1
1998/10/29 7:00:00,12.8,8,1,0,1,8,1,0,1,8,1,1.3,8,ìÏêº,8,1,0.05,8,1,91,8,1,13.5,8,1
1998/10/29 8:00:00,14.1,8,1,0,1,8,1,0,1,8,1,1.7,8,ìÏêº,8,1,0.35,8,1,84,8,1,13.5,8,1
1998/10/29 9:00:00,16.9,8,1,0,1,8,1,0.7,0,8,1,2.6,8,ìÏ,8,1,1.17,8,1,70,8,1,13.5,8,1
1998/10/29 10:00:00,18.8,8,1,0,1,8,1,0.2,0,8,1,2.7,8,ìÏìÏìå,8,1,1.15,8,1,60,8,1,13.0,8,1
1998/10/29 11:00:00,20.0,8,1,0,1,8,1,0.2,0,8,1,1.1,8,ìÏêº,8,1,1.31,8,1,54,8,1,12.6,8,1
1998/10/29 12:00:00,20.6,8,1,0,1,8,1,0.2,0,8,1,0.8,8,ñk,8,1,1.53,8,1,51,8,1,12.4,8,1
1998/10/29 13:00:00,22.1,8,1,0,1,8,1,0.7,0,8,1,1.6,8,êºñkêº,8,1,1.76,8,1,47,8,1,12.5,8,1
1998/10/29 14:00:00,21.5,8,1,0,1,8,1,1.0,0,8,1,2.7,8,ñkìå,8,1,1.74,8,1,56,8,1,14.4,8,1
1998/10/29 15:00:00,21.8,8,1,0,1,8,1,1.0,0,8,1,1.2,8,ìåñkìå,8,1,1.21,8,1,54,8,1,14.1,8,1
1998/10/29 16:00:00,20.9,8,1,0,1,8,1,1.0,0,8,1,1.8,8,ñkñkêº,8,1,0.57,8,1,56,8,1,13.8,8,1
1998/10/29 17:00:00,19.7,8,1,0,1,8,1,0,1,8,1,2.9,8,êºñkêº,8,1,0.10,8,1,69,8,1,15.9,8,1
1998/10/29 18:00:00,18.8,8,1,0,1,8,1,,,0,1,1.1,8,êºìÏêº,8,1,0.00,8,1,75,8,1,16.3,8,1
1998/10/29 19:00:00,18.4,8,1,0,1,8,1,,,0,1,1.9,8,ìÏìÏêº,8,1,,0,1,79,8,1,16.7,8,1
1998/10/29 20:00:00,17.3,8,1,0,1,8,1,,,0,1,2.3,8,ìÏêº,8,1,,0,1,82,8,1,16.2,8,1
1998/10/29 21:00:00,16.4,8,1,0,1,8,1,,,0,1,2.3,8,ìÏêº,8,1,,0,1,85,8,1,15.9,8,1
1998/10/29 22:00:00,15.5,8,1,0,1,8,1,,,0,1,2.1,8,ìÏêº,8,1,,0,1,87,8,1,15.3,8,1
1998/10/29 23:00:00,15.9,8,1,0,1,8,1,,,0,1,2.3,8,êºìÏêº,8,1,,0,1,85,8,1,15.4,8,1
1998/10/30 00:00:00,15.8,8,1,0,1,8,1,,,0,1,2.1,8,ìÏêº,8,1,,0,1,85,8,1,15.3,8,1
1998/10/30 1:00:00,15.4,8,1,0,1,8,1,,,0,1,2.2,8,ìÏêº,8,1,,0,1,85,8,1,14.9,8,1
1998/10/30 2:00:00,14.7,8,1,0,1,8,1,,,0,1,2.5,8,ìÏêº,8,1,,0,1,86,8,1,14.4,8,1
1998/10/30 3:00:00,14.2,8,1,0,1,8,1,,,0,1,2.1,8,ìÏêº,8,1,,0,1,88,8,1,14.2,8,1
1998/10/30 4:00:00,14.6,8,1,0,1,8,1,,,0,1,1.8,8,ìÏêº,8,1,,0,1,82,8,1,13.7,8,1
1998/10/30 5:00:00,14.6,8,1,0,1,8,1,,,0,1,3.0,8,ìÏìÏêº,8,1,,0,1,79,8,1,13.1,8,1
1998/10/30 6:00:00,13.7,8,1,0,1,8,1,,,0,1,2.4,8,ìÏìÏêº,8,1,0.00,8,1,81,8,1,12.7,8,1
1998/10/30 7:00:00,14.1,8,1,0,1,8,1,0.3,0,8,1,3.5,8,ìÏêº,8,1,0.09,8,1,78,8,1,12.5,8,1
1998/10/30 8:00:00,16.0,8,1,0,1,8,1,1.0,0,8,1,3.4,8,ìÏìÏêº,8,1,0.58,8,1,71,8,1,12.9,8,1
1998/10/30 9:00:00,18.4,8,1,0,1,8,1,0.7,0,8,1,2.0,8,ìÏìÏêº,8,1,1.12,8,1,63,8,1,13.3,8,1
1998/10/30 10:00:00,19.7,8,1,0,1,8,1,0.8,0,8,1,1.2,8,ñkìå,8,1,1.50,8,1,65,8,1,14.9,8,1
1998/10/30 11:00:00,19.9,8,1,0,1,8,1,0.4,0,8,1,2.6,8,ñkñkìå,8,1,1.33,8,1,70,8,1,16.3,8,1
1998/10/30 12:00:00,19.9,8,1,0,1,8,1,0.6,0,8,1,3.7,8,ñkñkìå,8,1,1.73,8,1,71,8,1,16.5,8,1
1998/10/30 13:00:00,20.0,8,1,0,1,8,1,0,1,8,1,3.8,8,ñkìå,8,1,0.74,8,1,71,8,1,16.6,8,1
1998/10/30 14:00:00,20.6,8,1,0,1,8,1,0.3,0,8,1,3.0,8,ñkñkìå,8,1,1.22,8,1,70,8,1,16.9,8,1
1998/10/30 15:00:00,19.2,8,1,0,1,8,1,0.2,0,8,1,4.3,8,ñkìå,8,1,0.67,8,1,76,8,1,16.9,8,1
1998/10/30 16:00:00,18.9,8,1,0,1,8,1,0,1,8,1,4.1,8,ñkñkìå,8,1,0.20,8,1,76,8,1,16.6,8,1
1998/10/30 17:00:00,18.9,8,1,0.0,0,8,1,0,1,8,1,3.0,8,ìåñkìå,8,1,0.02,8,1,77,8,1,16.8,8,1
1998/10/30 18:00:00,17.6,8,1,0.0,0,8,1,,,0,1,1.9,8,ìå,8,1,0.00,8,1,86,8,1,17.3,8,1
1998/10/30 19:00:00,17.1,8,1,0.5,0,8,1,,,0,1,0.8,8,ìåìÏìå,8,1,,0,1,92,8,1,17.9,8,1
1998/10/30 20:00:00,16.2,8,1,0,1,8,1,,,0,1,1.5,8,ìå,8,1,,0,1,93,8,1,17.2,8,1
1998/10/30 21:00:00,17.2,8,1,0,1,8,1,,,0,1,3.3,8,ìÏìå,8,1,,0,1,85,8,1,16.7,8,1
1998/10/30 22:00:00,16.2,8,1,0,1,8,1,,,0,1,1.1,8,êºìÏêº,8,1,,0,1,88,8,1,16.2,8,1
1998/10/30 23:00:00,15.8,8,1,0,1,8,1,,,0,1,2.5,8,ìÏêº,8,1,,0,1,94,8,1,16.8,8,1
1998/10/31 00:00:00,15.4,8,1,0.0,0,8,1,,,0,1,2.6,8,ìÏêº,8,1,,0,1,95,8,1,16.6,8,1
1998/10/31 1:00:00,15.9,8,1,0.0,0,8,1,,,0,1,1.8,8,êº,8,1,,0,1,90,8,1,16.3,8,1
1998/10/31 2:00:00,16.1,8,1,0.0,0,8,1,,,0,1,2.7,8,êºìÏêº,8,1,,0,1,86,8,1,15.8,8,1
1998/10/31 3:00:00,15.8,8,1,0.0,0,8,1,,,0,1,3.0,8,ìÏêº,8,1,,0,1,84,8,1,15.1,8,1
1998/10/31 4:00:00,15.5,8,1,0.5,0,8,1,,,0,1,3.4,8,ìÏêº,8,1,,0,1,85,8,1,15.0,8,1
1998/10/31 5:00:00,15.1,8,1,0,1,8,1,,,0,1,3.1,8,ìÏêº,8,1,,0,1,88,8,1,15.1,8,1
1998/10/31 6:00:00,14.1,8,1,0,1,8,1,,,0,1,2.1,8,ìÏêº,8,1,0.00,8,1,91,8,1,14.7,8,1
1998/10/31 7:00:00,14.8,8,1,0.0,0,8,1,0,1,8,1,2.5,8,ìÏìÏêº,8,1,0.02,8,1,89,8,1,15.0,8,1
1998/10/31 8:00:00,15.2,8,1,0.0,0,8,1,0,1,8,1,1.2,8,ìÏìÏêº,8,1,0.15,8,1,88,8,1,15.2,8,1
1998/10/31 9:00:00,18.8,8,1,0,1,8,1,0.8,0,8,1,2.4,8,ìÏêº,8,1,1.16,8,1,72,8,1,15.7,8,1
1998/10/31 10:00:00,20.5,8,1,0,1,8,1,0.6,0,8,1,3.0,8,ìÏìÏêº,8,1,1.39,8,1,58,8,1,14.0,8,1
1998/10/31 11:00:00,22.6,8,1,0,1,8,1,0.6,0,8,1,4.2,8,êºìÏêº,8,1,1.86,8,1,52,8,1,14.3,8,1
1998/10/31 12:00:00,20.6,8,1,0,1,8,1,0.5,0,8,1,6.6,8,êºñkêº,8,1,1.68,8,1,64,8,1,15.6,8,1
1998/10/31 13:00:00,21.8,8,1,0,1,8,1,0.9,0,8,1,7.4,8,êºñkêº,8,1,2.07,8,1,57,8,1,14.9,8,1
1998/10/31 14:00:00,21.9,8,1,0,1,8,1,1.0,0,8,1,7.0,8,êº,8,1,1.89,8,1,50,8,1,13.1,8,1
1998/10/31 15:00:00,21.3,8,1,0,1,8,1,1.0,0,8,1,6.5,8,êºñkêº,8,1,1.36,8,1,55,8,1,13.9,8,1
1998/10/31 16:00:00,20.1,8,1,0,1,8,1,1.0,0,8,1,4.9,8,êºñkêº,8,1,0.73,8,1,58,8,1,13.7,8,1
1998/10/31 17:00:00,18.6,8,1,0,1,8,1,0.5,0,8,1,3.2,8,êºñkêº,8,1,0.15,8,1,66,8,1,14.1,8,1
1998/10/31 18:00:00,17.8,8,1,0,1,8,1,,,0,1,3.2,8,êº,8,1,0.00,8,1,70,8,1,14.3,8,1
1998/10/31 19:00:00,16.6,8,1,0,1,8,1,,,0,1,2.5,8,ìÏêº,8,1,,0,1,75,8,1,14.2,8,1
1998/10/31 20:00:00,15.0,8,1,0,1,8,1,,,0,1,3.4,8,ìÏêº,8,1,,0,1,84,8,1,14.3,8,1
1998/10/31 21:00:00,14.5,8,1,0,1,8,1,,,0,1,3.0,8,ìÏêº,8,1,,0,1,84,8,1,13.8,8,1
1998/10/31 22:00:00,14.2,8,1,0,1,8,1,,,0,1,2.8,8,ìÏêº,8,1,,0,1,84,8,1,13.6,8,1
1998/10/31 23:00:00,13.8,8,1,0,1,8,1,,,0,1,2.7,8,ìÏêº,8,1,,0,1,85,8,1,13.4,8,1
1998/11/1 00:00:00,14.1,8,1,0,1,8,1,,,0,1,2.5,8,ìÏêº,8,1,,0,1,79,8,1,12.7,8,1
1998/11/1 1:00:00,13.6,8,1,0,1,8,1,,,0,1,2.4,8,ìÏêº,8,1,,0,1,77,8,1,12.0,8,1
1998/11/1 2:00:00,13.5,8,1,0,1,8,1,,,0,1,3.1,8,ìÏêº,8,1,,0,1,78,8,1,12.0,8,1
1998/11/1 3:00:00,14.4,8,1,0,1,8,1,,,0,1,4.2,8,ìÏêº,8,1,,0,1,75,8,1,12.3,8,1
1998/11/1 4:00:00,14.9,8,1,0,1,8,1,,,0,1,4.2,8,ìÏêº,8,1,,0,1,70,8,1,11.9,8,1
