É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 08:34:07

,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{,åFñ{
2008/12/24 6:00:00,-0.4,8,1,0,1,8,1,0,1,8,1,1.8,8,ñk,8,1,0,8,1,94,8,1,5.6,8,1
2008/12/24 7:00:00,0.3,8,1,0,1,8,1,0,1,8,1,3.2,8,ñkñkìå,8,1,0.00,8,1,90,8,1,5.6,8,1
2008/12/24 8:00:00,1.5,8,1,0,1,8,1,0.0,0,8,1,2.0,8,ñk,8,1,0.06,8,1,86,8,1,5.9,8,1
2008/12/24 9:00:00,3.9,8,1,0,1,8,1,0.5,0,8,1,1.0,8,ñk,8,1,0.45,8,1,79,8,1,6.4,8,1
2008/12/24 10:00:00,6.0,8,1,0,1,8,1,0.3,0,8,1,0.2,8,ê√â∏,8,1,0.77,8,1,76,8,1,7.1,8,1
2008/12/24 11:00:00,8.4,8,1,0,1,8,1,0.2,0,8,1,0.3,8,ñkñkêº,8,1,1.06,8,1,62,8,1,6.8,8,1
2008/12/24 12:00:00,10.2,8,1,0,1,8,1,0.1,0,8,1,0.7,8,ñk,8,1,1.21,8,1,53,8,1,6.6,8,1
2008/12/24 13:00:00,10.7,8,1,0,1,8,1,0.0,0,8,1,0.7,8,ñk,8,1,0.71,8,1,51,8,1,6.6,8,1
2008/12/24 14:00:00,11.2,8,1,0,1,8,1,0.0,0,8,1,0.4,8,ìÏêº,8,1,0.81,8,1,51,8,1,6.8,8,1
2008/12/24 15:00:00,10.4,8,1,0.0,0,8,1,0.0,0,8,1,1.4,8,ñk,8,1,0.28,8,1,62,8,1,7.8,8,1
2008/12/24 16:00:00,9.4,8,1,0.0,0,8,1,0.0,0,8,1,1.0,8,ñk,8,1,0.09,8,1,73,8,1,8.6,8,1
2008/12/24 17:00:00,8.9,8,1,0.0,0,8,1,0.0,0,8,1,0.9,8,ñkñkêº,8,1,0.06,8,1,79,8,1,9.0,8,1
2008/12/24 18:00:00,8.6,8,1,0,1,8,1,0.0,0,8,1,1.2,8,ñkêº,8,1,0.01,8,1,81,8,1,9.1,8,1
2008/12/24 19:00:00,8.4,8,1,0.0,0,8,1,0,1,8,1,0.1,8,ê√â∏,8,1,0,8,1,83,8,1,9.1,8,1
2008/12/24 20:00:00,8.0,8,1,0.0,0,8,1,0,1,8,1,0.7,8,êºñkêº,8,1,0,8,1,85,8,1,9.1,8,1
2008/12/24 21:00:00,8.2,8,1,0.0,0,8,1,0,1,8,1,0.1,8,ê√â∏,8,1,0,8,1,83,8,1,9.0,8,1
2008/12/24 22:00:00,7.9,8,1,0,1,8,1,0,1,8,1,0.9,8,ñkñkêº,8,1,0,8,1,84,8,1,9.0,8,1
2008/12/24 23:00:00,8.0,8,1,0.0,0,8,1,0,1,8,1,0.6,8,ñk,8,1,0,8,1,86,8,1,9.2,8,1
2008/12/25 00:00:00,7.6,8,1,0.0,0,8,1,0,1,8,1,1.0,8,ñkñkêº,8,1,0,8,1,91,8,1,9.5,8,1
2008/12/25 1:00:00,7.5,8,1,0.0,0,8,1,0,1,8,1,0.1,8,ê√â∏,8,1,0,8,1,93,8,1,9.6,8,1
2008/12/25 2:00:00,7.5,8,1,0.0,0,8,1,0,1,8,1,0.7,8,ñkêº,8,1,0,8,1,94,8,1,9.7,8,1
2008/12/25 3:00:00,7.5,8,1,0,1,8,1,0,1,8,1,1.0,8,ñk,8,1,0,8,1,94,8,1,9.7,8,1
2008/12/25 4:00:00,7.5,8,1,0,1,8,1,0,1,8,1,0.7,8,ñkñkêº,8,1,0,8,1,93,8,1,9.6,8,1
2008/12/25 5:00:00,7.4,8,1,0,1,8,1,0,1,8,1,0.5,8,ñkìå,8,1,0,8,1,94,8,1,9.7,8,1
2008/12/25 6:00:00,7.3,8,1,0,1,8,1,0,1,8,1,0.5,8,êºìÏêº,8,1,0,8,1,94,8,1,9.6,8,1
2008/12/25 7:00:00,7.2,8,1,0,1,8,1,0,1,8,1,0.3,8,ìåñkìå,8,1,0.00,8,1,95,8,1,9.6,8,1
2008/12/25 8:00:00,7.7,8,1,0,1,8,1,0.0,0,8,1,0.6,8,ìÏìÏìå,8,1,0.03,8,1,94,8,1,9.9,8,1
2008/12/25 9:00:00,9.5,8,1,0.0,0,8,1,0.0,0,8,1,2.4,8,ñkêº,8,1,0.06,8,1,92,8,1,10.9,8,1
2008/12/25 10:00:00,11.1,8,1,0.0,0,8,1,0.0,0,8,1,3.5,8,ñkêº,8,1,0.30,8,1,77,8,1,10.2,8,1
2008/12/25 11:00:00,11.2,8,1,0.0,0,8,1,0.0,0,8,1,4.3,8,ñkêº,8,1,0.48,8,1,75,8,1,10.0,8,1
2008/12/25 12:00:00,14.0,8,1,0,1,8,1,0.5,0,8,1,4.5,8,êºñkêº,8,1,1.32,8,1,54,8,1,8.6,8,1
2008/12/25 13:00:00,12.1,8,1,0,1,8,1,0.5,0,8,1,2.8,8,êºñkêº,8,1,1.33,8,1,60,8,1,8.5,8,1
2008/12/25 14:00:00,11.2,8,1,0,1,8,1,0.0,0,8,1,5.3,8,ñkêº,8,1,0.29,8,1,51,8,1,6.8,8,1
2008/12/25 15:00:00,11.0,8,1,0,1,8,1,0.1,0,8,1,6.1,8,ñkêº,8,1,0.61,8,1,49,8,1,6.4,8,1
2008/12/25 16:00:00,10.6,8,1,0,1,8,1,0.6,0,8,1,3.9,8,ñkêº,8,1,0.68,8,1,48,8,1,6.1,8,1
2008/12/25 17:00:00,9.5,8,1,0,1,8,1,0.0,0,8,1,6.2,8,ñkêº,8,1,0.18,8,1,51,8,1,6.1,8,1
2008/12/25 18:00:00,8.6,8,1,0,1,8,1,0.0,0,8,1,8.4,8,ñkêº,8,1,0.00,8,1,51,8,1,5.7,8,1
2008/12/25 19:00:00,7.6,8,1,0,1,8,1,0,1,8,1,5.6,8,ñkêº,8,1,0,8,1,51,8,1,5.3,8,1
2008/12/25 20:00:00,7.3,8,1,0,1,8,1,0,1,8,1,6.1,8,êºñkêº,8,1,0,8,1,54,8,1,5.5,8,1
2008/12/25 21:00:00,7.0,8,1,0,1,8,1,0,1,8,1,5.9,8,ñkêº,8,1,0,8,1,55,8,1,5.5,8,1
2008/12/25 22:00:00,6.9,8,1,0,1,8,1,0,1,8,1,6.2,8,êºñkêº,8,1,0,8,1,56,8,1,5.6,8,1
2008/12/25 23:00:00,6.7,8,1,0,1,8,1,0,1,8,1,4.5,8,êºñkêº,8,1,0,8,1,59,8,1,5.8,8,1
2008/12/26 00:00:00,6.3,8,1,0,1,8,1,0,1,8,1,3.9,8,êº,8,1,0,8,1,60,8,1,5.7,8,1
2008/12/26 1:00:00,6.3,8,1,0,1,8,1,0,1,8,1,3.3,8,êºñkêº,8,1,0,8,1,47,8,1,4.5,8,1
2008/12/26 2:00:00,6.0,8,1,0,1,8,1,0,1,8,1,3.8,8,ñkêº,8,1,0,8,1,49,8,1,4.6,8,1
2008/12/26 3:00:00,4.3,8,1,0,1,8,1,0,1,8,1,0.7,8,ñkìå,8,1,0,8,1,54,8,1,4.5,8,1
2008/12/26 4:00:00,4.4,8,1,0,1,8,1,0,1,8,1,0.8,8,ñk,8,1,0,8,1,50,8,1,4.2,8,1
2008/12/26 5:00:00,4.4,8,1,0,1,8,1,0,1,8,1,1.7,8,ñkêº,8,1,0,8,1,54,8,1,4.5,8,1
2008/12/26 6:00:00,3.5,8,1,0,1,8,1,0,1,8,1,3.1,8,ñkêº,8,1,0,8,1,56,8,1,4.4,8,1
2008/12/26 7:00:00,3.0,8,1,0,1,8,1,0,1,8,1,1.6,8,ñkêº,8,1,0.00,8,1,57,8,1,4.3,8,1
2008/12/26 8:00:00,3.8,8,1,0,1,8,1,0.4,0,8,1,2.2,8,ñkñkêº,8,1,0.09,8,1,52,8,1,4.2,8,1
2008/12/26 9:00:00,5.3,8,1,0,1,8,1,1.0,0,8,1,1.5,8,ñk,8,1,0.64,8,1,49,8,1,4.4,8,1
2008/12/26 10:00:00,6.3,8,1,0,1,8,1,1.0,0,8,1,3.5,8,ñkñkêº,8,1,1.25,8,1,43,8,1,4.1,8,1
2008/12/26 11:00:00,7.7,8,1,0,1,8,1,1.0,0,8,1,2.9,8,ñkñkêº,8,1,1.81,8,1,43,8,1,4.5,8,1
2008/12/26 12:00:00,7.5,8,1,0,1,8,1,0.9,0,8,1,3.2,8,ñkêº,8,1,1.97,8,1,43,8,1,4.5,8,1
2008/12/26 13:00:00,8.4,8,1,0,1,8,1,0.9,0,8,1,4.2,8,ñk,8,1,2.03,8,1,38,8,1,4.2,8,1
2008/12/26 14:00:00,8.6,8,1,0,1,8,1,0.9,0,8,1,5.8,8,ñkêº,8,1,1.78,8,1,34,8,1,3.8,8,1
2008/12/26 15:00:00,8.8,8,1,0,1,8,1,1.0,0,8,1,5.2,8,ñkñkêº,8,1,1.58,8,1,29,8,1,3.3,8,1
2008/12/26 16:00:00,8.3,8,1,0,1,8,1,1.0,0,8,1,5.1,8,ñkêº,8,1,1.01,8,1,26,8,1,2.8,8,1
2008/12/26 17:00:00,7.3,8,1,0,1,8,1,1.0,0,8,1,4.2,8,ñkêº,8,1,0.37,8,1,35,8,1,3.6,8,1
2008/12/26 18:00:00,6.0,8,1,0,1,8,1,0.1,0,8,1,4.5,8,ñkêº,8,1,0.01,8,1,43,8,1,4.0,8,1
2008/12/26 19:00:00,5.1,8,1,0,1,8,1,0,1,8,1,3.7,8,ñkêº,8,1,0,8,1,46,8,1,4.0,8,1
2008/12/26 20:00:00,4.5,8,1,0,1,8,1,0,1,8,1,3.0,8,ñkêº,8,1,0,8,1,49,8,1,4.1,8,1
2008/12/26 21:00:00,3.2,8,1,0,1,8,1,0,1,8,1,1.4,8,ñkñkêº,8,1,0,8,1,58,8,1,4.5,8,1
2008/12/26 22:00:00,2.4,8,1,0,1,8,1,0,1,8,1,1.4,8,ìåñkìå,8,1,0,8,1,64,8,1,4.6,8,1
2008/12/26 23:00:00,1.5,8,1,0,1,8,1,0,1,8,1,1.4,8,ñk,8,1,0,8,1,71,8,1,4.8,8,1
2008/12/27 00:00:00,0.7,8,1,0,1,8,1,0,1,8,1,1.5,8,ñkñkìå,8,1,0,8,1,75,8,1,4.8,8,1
2008/12/27 1:00:00,0.6,8,1,0,1,8,1,0,1,8,1,1.9,8,ñkìå,8,1,0,8,1,76,8,1,4.9,8,1
2008/12/27 2:00:00,0.6,8,1,0,1,8,1,0,1,8,1,2.3,8,ñk,8,1,0,8,1,74,8,1,4.7,8,1
2008/12/27 3:00:00,-0.4,8,1,0,1,8,1,0,1,8,1,1.5,8,ñkìå,8,1,0,8,1,83,8,1,4.9,8,1
2008/12/27 4:00:00,-0.5,8,1,0,1,8,1,0,1,8,1,2.6,8,ñkñkìå,8,1,0,8,1,81,8,1,4.8,8,1
2008/12/27 5:00:00,-0.3,8,1,0,1,8,1,0,1,8,1,1.2,8,ñk,8,1,0,8,1,82,8,1,4.9,8,1
2008/12/27 6:00:00,-0.8,8,1,0,1,8,1,0,1,8,1,2.0,8,ñkñkìå,8,1,0,8,1,87,8,1,5.0,8,1
2008/12/27 7:00:00,-0.5,8,1,0,1,8,1,0,1,8,1,2.0,8,ñkñkìå,8,1,0.00,8,1,82,8,1,4.8,8,1
2008/12/27 8:00:00,-0.1,8,1,0,1,8,1,0.5,0,8,1,2.4,8,ñkñkìå,8,1,0.09,8,1,82,8,1,5.0,8,1
2008/12/27 9:00:00,2.2,8,1,0,1,8,1,1.0,0,8,1,1.6,8,ñkìå,8,1,0.58,8,1,70,8,1,5.0,8,1
2008/12/27 10:00:00,4.7,8,1,0,1,8,1,1.0,0,8,1,1.3,8,ñkñkìå,8,1,1.21,8,1,59,8,1,5.0,8,1
2008/12/27 11:00:00,7.5,8,1,0,1,8,1,1.0,0,8,1,0.8,8,ìåñkìå,8,1,1.71,8,1,44,8,1,4.6,8,1
2008/12/27 12:00:00,8.8,8,1,0,1,8,1,1.0,0,8,1,1.4,8,ìÏ,8,1,1.93,8,1,43,8,1,4.9,8,1
2008/12/27 13:00:00,9.2,8,1,0,1,8,1,0.9,0,8,1,1.9,8,ìÏìÏìå,8,1,1.66,8,1,42,8,1,4.9,8,1
2008/12/27 14:00:00,9.8,8,1,0,1,8,1,1.0,0,8,1,1.5,8,ìÏìÏêº,8,1,1.86,8,1,39,8,1,4.7,8,1
2008/12/27 15:00:00,10.2,8,1,0,1,8,1,0.8,0,8,1,1.8,8,ñk,8,1,1.30,8,1,41,8,1,5.1,8,1
2008/12/27 16:00:00,9.9,8,1,0,1,8,1,0.5,0,8,1,2.4,8,ñkñkêº,8,1,0.88,8,1,45,8,1,5.5,8,1
2008/12/27 17:00:00,9.2,8,1,0,1,8,1,0.0,0,8,1,0.8,8,êº,8,1,0.18,8,1,48,8,1,5.6,8,1
2008/12/27 18:00:00,7.8,8,1,0,1,8,1,0.0,0,8,1,0.5,8,ñkñkìå,8,1,0.00,8,1,55,8,1,5.8,8,1
2008/12/27 19:00:00,6.9,8,1,0,1,8,1,0,1,8,1,0.7,8,ìåñkìå,8,1,0,8,1,59,8,1,5.9,8,1
2008/12/27 20:00:00,5.5,8,1,0,1,8,1,0,1,8,1,0.7,8,êºñkêº,8,1,0,8,1,67,8,1,6.1,8,1
2008/12/27 21:00:00,5.0,8,1,0,1,8,1,0,1,8,1,0.2,8,ê√â∏,8,1,0,8,1,71,8,1,6.2,8,1
2008/12/27 22:00:00,3.9,8,1,0,1,8,1,0,1,8,1,1.4,8,ñk,8,1,0,8,1,78,8,1,6.3,8,1
2008/12/27 23:00:00,2.9,8,1,0,1,8,1,0,1,8,1,1.5,8,ñk,8,1,0,8,1,80,8,1,6.0,8,1
2008/12/28 00:00:00,2.8,8,1,0,1,8,1,0,1,8,1,2.2,8,ñk,8,1,0,8,1,82,8,1,6.1,8,1
2008/12/28 1:00:00,1.9,8,1,0,1,8,1,0,1,8,1,1.6,8,ñkñkìå,8,1,0,8,1,86,8,1,6.0,8,1
2008/12/28 2:00:00,1.3,8,1,0,1,8,1,0,1,8,1,1.4,8,ñkìå,8,1,0,8,1,88,8,1,5.9,8,1
2008/12/28 3:00:00,0.9,8,1,0,1,8,1,0,1,8,1,1.7,8,ñkñkìå,8,1,0,8,1,90,8,1,5.9,8,1
2008/12/28 4:00:00,0.8,8,1,0,1,8,1,0,1,8,1,3.3,8,ñk,8,1,0,8,1,88,8,1,5.7,8,1
2008/12/28 5:00:00,0.4,8,1,0,1,8,1,0,1,8,1,1.9,8,ñkñkìå,8,1,0,8,1,89,8,1,5.6,8,1
2008/12/28 6:00:00,0.3,8,1,0,1,8,1,0,1,8,1,2.8,8,ñk,8,1,0,8,1,90,8,1,5.6,8,1
2008/12/28 7:00:00,0.2,8,1,0,1,8,1,0,1,8,1,3.0,8,ñkñkìå,8,1,0.00,8,1,90,8,1,5.6,8,1
2008/12/28 8:00:00,0.3,8,1,0,1,8,1,0.1,0,8,1,2.2,8,ñkñkìå,8,1,0.07,8,1,91,8,1,5.7,8,1
2008/12/28 9:00:00,2.9,8,1,0,1,8,1,0.7,0,8,1,1.7,8,ñkñkìå,8,1,0.49,8,1,81,8,1,6.1,8,1
2008/12/28 10:00:00,4.7,8,1,0,1,8,1,0.7,0,8,1,1.5,8,ñkìå,8,1,0.91,8,1,73,8,1,6.2,8,1
2008/12/28 11:00:00,7.0,8,1,0,1,8,1,0.7,0,8,1,0.6,8,ñkñkìå,8,1,1.23,8,1,64,8,1,6.4,8,1
2008/12/28 12:00:00,10.4,8,1,0,1,8,1,1.0,0,8,1,0.9,8,ìÏìÏìå,8,1,1.98,8,1,51,8,1,6.4,8,1
2008/12/28 13:00:00,11.1,8,1,0,1,8,1,1.0,0,8,1,1.3,8,ñkñkêº,8,1,2.05,8,1,42,8,1,5.5,8,1
2008/12/28 14:00:00,12.8,8,1,0,1,8,1,1.0,0,8,1,1.6,8,êºìÏêº,8,1,1.90,8,1,40,8,1,5.9,8,1
2008/12/28 15:00:00,12.1,8,1,0,1,8,1,0.9,0,8,1,1.2,8,ñkñkìå,8,1,1.42,8,1,44,8,1,6.2,8,1
2008/12/28 16:00:00,12.1,8,1,0,1,8,1,0.7,0,8,1,1.9,8,ñkñkêº,8,1,0.79,8,1,46,8,1,6.5,8,1
2008/12/28 17:00:00,10.4,8,1,0,1,8,1,0.2,0,8,1,2.3,8,ñkñkêº,8,1,0.20,8,1,58,8,1,7.3,8,1
2008/12/28 18:00:00,9.4,8,1,0,1,8,1,0.0,0,8,1,0.6,8,ìÏêº,8,1,0.01,8,1,62,8,1,7.3,8,1
2008/12/28 19:00:00,9.2,8,1,0,1,8,1,0,1,8,1,2.2,8,ìå,8,1,0,8,1,62,8,1,7.2,8,1
2008/12/28 20:00:00,8.6,8,1,0,1,8,1,0,1,8,1,0.6,8,êº,8,1,0,8,1,67,8,1,7.5,8,1
2008/12/28 21:00:00,8.7,8,1,0,1,8,1,0,1,8,1,1.1,8,êºìÏêº,8,1,0,8,1,68,8,1,7.6,8,1
2008/12/28 22:00:00,8.2,8,1,0.0,0,8,1,0,1,8,1,1.2,8,ìÏêº,8,1,0,8,1,73,8,1,7.9,8,1
2008/12/28 23:00:00,7.8,8,1,0,1,8,1,0,1,8,1,1.2,8,ñk,8,1,0,8,1,76,8,1,8.0,8,1
2008/12/29 00:00:00,7.4,8,1,0,1,8,1,0,1,8,1,0.6,8,ñkñkêº,8,1,0,8,1,78,8,1,8.0,8,1
2008/12/29 1:00:00,7.2,8,1,0.0,0,8,1,0,1,8,1,1.3,8,ñkñkêº,8,1,0,8,1,81,8,1,8.2,8,1
2008/12/29 2:00:00,6.9,8,1,0.0,0,8,1,0,1,8,1,0.3,8,ñkñkìå,8,1,0,8,1,85,8,1,8.5,8,1
2008/12/29 3:00:00,6.9,8,1,0.0,0,8,1,0,1,8,1,0.6,8,ñk,8,1,0,8,1,85,8,1,8.5,8,1
2008/12/29 4:00:00,6.6,8,1,0.0,0,8,1,0,1,8,1,0.6,8,êº,8,1,0,8,1,89,8,1,8.7,8,1
2008/12/29 5:00:00,6.5,8,1,0.0,0,8,1,0,1,8,1,1.9,8,ìÏìå,8,1,0,8,1,86,8,1,8.3,8,1
2008/12/29 6:00:00,6.3,8,1,0.5,0,8,1,0,1,8,1,1.0,8,ñkñkìå,8,1,0,8,1,92,8,1,8.8,8,1
2008/12/29 7:00:00,6.3,8,1,0.0,0,8,1,0,1,8,1,1.4,8,ñkìå,8,1,0.00,8,1,93,8,1,8.9,8,1
2008/12/29 8:00:00,6.3,8,1,0.0,0,8,1,0.0,0,8,1,1.7,8,ñkêº,8,1,0.01,8,1,93,8,1,8.9,8,1
2008/12/29 9:00:00,7.1,8,1,0.0,0,8,1,0.0,0,8,1,1.0,8,ñk,8,1,0.22,8,1,90,8,1,9.1,8,1
2008/12/29 10:00:00,8.0,8,1,0.0,0,8,1,0.1,0,8,1,1.0,8,ñkìå,8,1,0.57,8,1,84,8,1,9.0,8,1
2008/12/29 11:00:00,9.9,8,1,0,1,8,1,0.3,0,8,1,0.8,8,ìåìÏìå,8,1,1.08,8,1,65,8,1,7.9,8,1
2008/12/29 12:00:00,11.3,8,1,0,1,8,1,0.4,0,8,1,0.9,8,ìåìÏìå,8,1,1.44,8,1,58,8,1,7.8,8,1
2008/12/29 13:00:00,12.5,8,1,0,1,8,1,0.3,0,8,1,1.1,8,ìÏìå,8,1,1.29,8,1,51,8,1,7.4,8,1
2008/12/29 14:00:00,13.2,8,1,0,1,8,1,0.5,0,8,1,0.8,8,ìå,8,1,1.39,8,1,49,8,1,7.4,8,1
2008/12/29 15:00:00,13.6,8,1,0,1,8,1,0.1,0,8,1,0.6,8,ìÏìÏìå,8,1,0.69,8,1,51,8,1,7.9,8,1
2008/12/29 16:00:00,13.5,8,1,0,1,8,1,0.0,0,8,1,0.5,8,ìÏìå,8,1,0.32,8,1,56,8,1,8.7,8,1
2008/12/29 17:00:00,13.0,8,1,0,1,8,1,0.0,0,8,1,1.5,8,êº,8,1,0.12,8,1,60,8,1,9.0,8,1
2008/12/29 18:00:00,12.1,8,1,0,1,8,1,0.0,0,8,1,1.5,8,ñkêº,8,1,0.00,8,1,68,8,1,9.6,8,1
2008/12/29 19:00:00,11.4,8,1,0,1,8,1,0,1,8,1,1.2,8,ñkñkêº,8,1,0,8,1,75,8,1,10.1,8,1
2008/12/29 20:00:00,11.0,8,1,0,1,8,1,0,1,8,1,0.6,8,ñkìå,8,1,0,8,1,75,8,1,9.8,8,1
2008/12/29 21:00:00,11.5,8,1,0,1,8,1,0,1,8,1,1.7,8,ñkêº,8,1,0,8,1,69,8,1,9.4,8,1
2008/12/29 22:00:00,11.2,8,1,0,1,8,1,0,1,8,1,1.4,8,ñkêº,8,1,0,8,1,67,8,1,8.9,8,1
2008/12/29 23:00:00,11.2,8,1,0,1,8,1,0,1,8,1,0.5,8,ìÏìå,8,1,0,8,1,66,8,1,8.8,8,1
2008/12/30 00:00:00,10.1,8,1,0,1,8,1,0,1,8,1,0.7,8,ìåñkìå,8,1,0,8,1,72,8,1,8.9,8,1
2008/12/30 1:00:00,8.8,8,1,0,1,8,1,0,1,8,1,0.1,8,ê√â∏,8,1,0,8,1,79,8,1,8.9,8,1
2008/12/30 2:00:00,8.1,8,1,0,1,8,1,0,1,8,1,0.8,8,ñkñkìå,8,1,0,8,1,82,8,1,8.9,8,1
2008/12/30 3:00:00,8.0,8,1,0,1,8,1,0,1,8,1,0.0,8,ê√â∏,8,1,0,8,1,81,8,1,8.7,8,1
2008/12/30 4:00:00,8.7,8,1,0,1,8,1,0,1,8,1,3.0,8,ñkêº,8,1,0,8,1,66,8,1,7.4,8,1
2008/12/30 5:00:00,8.4,8,1,0,1,8,1,0,1,8,1,5.1,8,ñkêº,8,1,0,8,1,65,8,1,7.2,8,1
2008/12/30 6:00:00,8.2,8,1,0,1,8,1,0,1,8,1,3.9,8,ñkêº,8,1,0,8,1,64,8,1,7.0,8,1
2008/12/30 7:00:00,7.2,8,1,0,1,8,1,0,1,8,1,2.6,8,êºñkêº,8,1,0.00,8,1,68,8,1,6.9,8,1
2008/12/30 8:00:00,7.8,8,1,0,1,8,1,0.0,0,8,1,3.1,8,ñkñkêº,8,1,0.03,8,1,66,8,1,7.0,8,1
2008/12/30 9:00:00,8.5,8,1,0,1,8,1,0.0,0,8,1,3.8,8,ñkêº,8,1,0.22,8,1,59,8,1,6.5,8,1
2008/12/30 10:00:00,8.8,8,1,0,1,8,1,0.0,0,8,1,4.1,8,ñkêº,8,1,0.37,8,1,59,8,1,6.7,8,1
2008/12/30 11:00:00,9.0,8,1,0,1,8,1,0.4,0,8,1,3.0,8,ñkñkêº,8,1,0.89,8,1,56,8,1,6.4,8,1
2008/12/30 12:00:00,9.2,8,1,0,1,8,1,0.1,0,8,1,5.3,8,ñkñkêº,8,1,0.93,8,1,51,8,1,5.9,8,1
2008/12/30 13:00:00,9.6,8,1,0,1,8,1,0.1,0,8,1,3.2,8,ñkêº,8,1,0.92,8,1,50,8,1,6.0,8,1
2008/12/30 14:00:00,9.5,8,1,0,1,8,1,0.3,0,8,1,4.8,8,ñkñkêº,8,1,1.12,8,1,47,8,1,5.6,8,1
2008/12/30 15:00:00,9.5,8,1,0,1,8,1,0.2,0,8,1,5.5,8,ñkñkêº,8,1,0.69,8,1,51,8,1,6.1,8,1
2008/12/30 16:00:00,9.3,8,1,0,1,8,1,0.6,0,8,1,3.9,8,ñkêº,8,1,0.66,8,1,49,8,1,5.7,8,1
2008/12/30 17:00:00,8.2,8,1,0,1,8,1,0.2,0,8,1,2.4,8,ñkêº,8,1,0.18,8,1,54,8,1,5.9,8,1
2008/12/30 18:00:00,7.4,8,1,0,1,8,1,0.0,0,8,1,2.5,8,êºñkêº,8,1,0.01,8,1,57,8,1,5.9,8,1
2008/12/30 19:00:00,7.3,8,1,0,1,8,1,0,1,8,1,4.0,8,êºñkêº,8,1,0,8,1,49,8,1,5.0,8,1
2008/12/30 20:00:00,7.6,8,1,0,1,8,1,0,1,8,1,5.4,8,êºñkêº,8,1,0,8,1,49,8,1,5.1,8,1
2008/12/30 21:00:00,7.0,8,1,0,1,8,1,0,1,8,1,2.5,8,êºñkêº,8,1,0,8,1,53,8,1,5.3,8,1
2008/12/30 22:00:00,6.9,8,1,0.0,0,8,1,0,1,8,1,2.9,8,ñkêº,8,1,0,8,1,56,8,1,5.6,8,1
2008/12/30 23:00:00,6.5,8,1,0,1,8,1,0,1,8,1,2.1,8,êºñkêº,8,1,0,8,1,52,8,1,5.0,8,1
2008/12/31 00:00:00,6.4,8,1,0,1,8,1,0,1,8,1,2.8,8,ñkñkêº,8,1,0,8,1,52,8,1,5.0,8,1
2008/12/31 1:00:00,5.7,8,1,0,1,8,1,0,1,8,1,3.8,8,ñkñkêº,8,1,0,8,1,53,8,1,4.9,8,1
2008/12/31 2:00:00,5.5,8,1,0,1,8,1,0,1,8,1,4.1,8,êºñkêº,8,1,0,8,1,51,8,1,4.6,8,1
2008/12/31 3:00:00,5.4,8,1,0,1,8,1,0,1,8,1,3.9,8,ñkêº,8,1,0,8,1,55,8,1,4.9,8,1
2008/12/31 4:00:00,5.5,8,1,0,1,8,1,0,1,8,1,4.6,8,ñkêº,8,1,0,8,1,57,8,1,5.1,8,1
2008/12/31 5:00:00,4.9,8,1,0,1,8,1,0,1,8,1,3.2,8,ñkêº,8,1,0,8,1,62,8,1,5.4,8,1
2008/12/31 6:00:00,4.4,8,1,0,1,8,1,0,1,8,1,2.0,8,ñkêº,8,1,0,8,1,64,8,1,5.4,8,1
2008/12/31 7:00:00,4.7,8,1,0,1,8,1,0,1,8,1,2.4,8,ñkñkêº,8,1,0.00,8,1,63,8,1,5.4,8,1
2008/12/31 8:00:00,4.8,8,1,0,1,8,1,0.0,0,8,1,2.3,8,ñkêº,8,1,0.02,8,1,64,8,1,5.5,8,1
2008/12/31 9:00:00,5.5,8,1,0,1,8,1,0.1,0,8,1,2.7,8,ñkêº,8,1,0.33,8,1,59,8,1,5.3,8,1
2008/12/31 10:00:00,6.3,8,1,0,1,8,1,0.6,0,8,1,3.5,8,ñkñkêº,8,1,0.96,8,1,55,8,1,5.3,8,1
2008/12/31 11:00:00,6.8,8,1,0,1,8,1,0.6,0,8,1,3.3,8,ñkñkêº,8,1,1.37,8,1,49,8,1,4.8,8,1
2008/12/31 12:00:00,7.3,8,1,0,1,8,1,0.5,0,8,1,5.0,8,ñkêº,8,1,1.64,8,1,48,8,1,4.9,8,1
2008/12/31 13:00:00,6.2,8,1,0.0,0,8,1,0.1,0,8,1,4.5,8,ñkêº,8,1,1.09,8,1,56,8,1,5.3,8,1
2008/12/31 14:00:00,6.1,8,1,0.0,0,8,1,0.1,0,8,1,4.4,8,ñkêº,8,1,0.86,8,1,59,8,1,5.6,8,1
2008/12/31 15:00:00,6.4,8,1,0.0,0,8,1,0.4,0,8,1,3.9,8,ñkêº,8,1,1.21,8,1,56,8,1,5.4,8,1
2008/12/31 16:00:00,5.8,8,1,0.0,0,8,1,0.1,0,8,1,2.2,8,êºñkêº,8,1,0.31,8,1,58,8,1,5.3,8,1
2008/12/31 17:00:00,5.4,8,1,0.0,0,8,1,0.0,0,8,1,3.0,8,ñkêº,8,1,0.12,8,1,59,8,1,5.3,8,1
2008/12/31 18:00:00,5.1,8,1,0,1,8,1,0.0,0,8,1,2.5,8,ñkñkêº,8,1,0.00,8,1,63,8,1,5.5,8,1
